user_id,syatem_time,wall_clock,system_time,blanks,avg_memory,compiler_version,language,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
asdacap,0.00,0.00,0.00,15,0,-,C++,44,0,0,0,0,0,16,0,0,28736,2704,0.00
Burney,0.00,0.00,0.00,0,0,-,C++,23,0,0,0,0,0,0,0,0,8968,2060,0.00
7HM,0.01,0.08,0.01,11,0,-,java,28,0,0,0,0,0,5,72,0,-,29884,0.07
doublehh,0.00,0.00,0.00,3,0,-,C++,35,0,0,0,0,0,9,0,0,27968,2712,0.00
FatalEagle,0.00,0.00,0.00,5,0,-,C++,31,0,0,0,0,0,0,0,0,11016,2524,0.00
DireWolf,-,-,-,4,-,-,C++,42,-,1,-,-,-1,1,-,-,-,-,-
polmauri,0.00,0.00,0.00,1,0,-,C++,19,0,0,0,0,0,0,0,0,10728,2476,0.00
Uhateme,0.00,0.00,0.00,19,0,-,C++,83,0,0,0,0,134,9,0,0,13528,2520,0.00
pruthvianvesh,0.00,0.00,0.00,1,0,-,C,24,0,0,0,0,0,0,0,0,7752,2136,0.00
Shangke7788,0.00,0.00,0.00,2,0,-,C++,29,0,0,0,0,0,2,0,0,10808,2588,0.00
abhishekgarg2009,0.00,0.00,0.00,0,0,-,C++,35,0,0,0,0,0,0,0,0,8344,2700,0.00
mniip,0.00,0.00,0.00,3,0,-,C,32,0,0,0,0,0,0,0,0,7688,2272,0.00
GOMazk,0.00,0.00,0.00,1,0,3.5,Python,11,0,0,0,0,2,0,0,0,-,7224,0.00
dalex,0.01,0.04,0.00,23,0,-,java,155,0,0,0,0,1,4,64,0,-,21704,0.04
andrewstewart25,0.00,0.01,0.00,3,0,2.7,Python,23,0,0,0,0,0,0,0,0,-,6604,0.01
sinen,0.00,0.00,0.00,5,0,-,C++,41,0,0,0,0,0,3,8,0,12176,2628,0.00
StefanPochmann,0.00,0.00,0.00,1,0,2.7,Python,5,0,0,0,0,0,0,0,0,-,6600,0.00
Alexiski,0.00,0.00,0.00,2,0,-,C++,25,0,0,0,0,0,0,0,0,10600,2616,0.00
pulgares,0.00,0.00,0.00,7,0,-,C++,49,0,0,0,0,0,0,0,0,9816,2744,0.00
JanKuipers,0.00,0.00,0.00,10,0,-,C++,56,0,0,0,0,0,1,0,0,10840,2596,0.00
Gedas,0.00,0.00,0.00,3,0,2.7,Python,12,0,0,0,0,2,0,0,0,-,6192,0.00
pacu,0.00,0.00,0.00,2,0,-,C++,23,0,0,0,0,0,0,0,0,11080,2540,0.00
JamesSParker,0.00,0.08,0.01,2,0,-,java,22,0,0,0,0,0,3,64,0,-,24708,0.07
TryAndSee,0.00,0.00,0.00,4,0,-,C++,28,0,0,0,0,0,4,0,0,12208,2464,0.00
romanandreev,-,-,-,4,-,-,C++,55,-,0,-,-,134,0,-,-,11552,-,-
oldcatfish,0.00,0.00,0.00,11,0,2.7,Python,21,0,0,0,0,0,3,8,0,-,6360,0.00
PauL,0.00,0.00,0.00,31,0,-,C++,50,0,0,0,0,0,1,0,0,12432,2508,0.00
domingos86,0.00,0.06,0.00,11,0,-,java,50,0,0,0,0,1,0,64,0,-,21356,0.03
disneyp,-,-,-,1,-,-,C++,21,-,4,-,-,-1,0,-,-,-,-,-
bocong,0.00,0.02,0.00,6,0,2.7,Python,22,0,0,0,0,0,0,0,0,-,6636,0.02
Lonelywolf,0.00,0.00,0.00,5,0,2.7,Python,16,0,0,0,0,0,0,0,0,-,6300,0.00
Gural,-,-,-,1,-,-,C++,35,-,4,-,-,-1,0,-,-,-,-,-
Plat5,0.00,0.00,0.00,20,0,-,C++,42,0,0,0,0,1,8,0,0,17488,2636,0.00
quangbx,0.00,0.04,0.00,3,0,-,java,49,0,0,0,0,1,1,64,0,-,21528,0.03
snaury,0.00,0.00,0.00,4,0,-,C++,53,0,0,0,0,0,6,0,0,13528,2532,0.00
Spelvin,0.00,0.03,0.00,6,0,2.7,Python,37,0,0,0,0,0,0,8,0,-,6420,0.03
Jhamra,-,-,-,11,-,-,C++,42,-,0,-,-,-15,0,-,-,11000,-,-
wangsh,0.00,0.00,0.00,4,0,-,C++,44,0,0,0,0,0,1,0,0,8552,2236,0.00
azsorkin,0.00,0.00,0.00,5,0,2.7,Python,17,0,0,0,0,0,2,0,0,-,6420,0.00
YBZ,0.02,0.58,0.01,3,0,-,C++,26,0,0,0,0,0,0,137184,0,10408,2612,0.56
TheDevilOnline,0.00,0.00,0.00,4,0,2.7,Python,10,0,0,0,0,0,3,0,0,-,6276,0.00
osmanorhan,0.00,0.00,0.00,10,0,-,C++,68,0,0,0,0,0,0,0,0,10216,2624,0.00
WJMZBMR,0.00,0.00,0.00,1,0,-,C++,22,0,0,0,0,0,0,0,0,10280,2584,0.00
jtcoder,0.00,0.04,0.00,14,0,-,java,63,0,0,0,0,1,1,64,0,-,21640,0.04
wilwell,0.00,0.00,0.00,1,0,2.7,Python,24,0,0,0,0,2,0,0,0,-,6056,0.00
alexwice,0.00,0.00,0.00,2,0,2.7,Python,16,0,0,0,0,0,2,8,0,-,6536,0.00
GrayFox,0.00,0.00,0.00,4,0,-,C++,32,0,0,0,0,0,0,0,0,11856,2444,0.00
chrisx,0.00,0.00,0.00,12,0,3.5,Python,42,0,0,0,0,2,0,0,0,-,7220,0.00
jfawkes,0.00,0.00,0.00,21,0,2.7,Python,50,0,0,0,0,0,4,0,0,-,6484,0.00
steiner,0.00,0.00,0.00,6,0,-,C++,37,0,0,0,0,0,0,0,0,11304,2472,0.00
phidnight,0.00,0.00,0.00,1,0,-,C++,21,0,0,0,0,0,0,0,0,7336,2316,0.00
m7mdbadawy,0.00,0.02,0.00,5,0,2.7,Python,22,0,0,0,0,0,0,8,0,-,6292,0.02
nogi,0.00,0.00,0.00,2,0,3.5,Python,12,0,0,0,0,2,3,0,0,-,7132,0.00
Salls,0.00,0.03,0.00,7,0,2.7,Python,23,0,0,0,0,0,1,0,0,-,6392,0.02
xXxXcCcC,0.00,0.00,0.00,4,0,-,C++,27,0,0,0,0,0,0,0,0,10992,2528,0.00
alexamici,0.00,0.01,0.00,13,0,2.7,Python,33,0,0,0,0,0,15,0,0,-,7332,0.01
amitrofanov82,-,-,-,9,-,-,java,40,-,1,-,-,-1,0,-,-,-,-,-
Marche,0.00,0.00,0.00,8,0,3.5,Python,19,0,1,0,0,2,1,0,0,-,7164,0.00
nullstellensatz,0.00,0.00,0.00,9,0,-,C++,32,0,0,0,0,0,6,0,0,13208,2588,0.00
Blakman,-,-,-,1,-,-,C#,15,-,1,-,-,-1,0,-,-,-,-,-
Fedyarer,0.00,0.00,0.00,9,0,-,C++,58,0,0,0,0,0,0,0,0,11784,2464,0.00
royf,0.00,0.00,0.00,18,0,3.5,Python,44,0,0,0,0,2,2,0,0,-,7212,0.00
darkKelvin,0.00,0.00,0.00,7,0,-,C++,112,0,0,0,0,0,11,0,0,10320,2516,0.00
halfcathalfbug,0.00,0.00,0.00,11,0,2.7,Python,34,0,0,0,0,0,0,0,0,-,6420,0.00
gawarkiewicz,-,-,-,5,-,-,C++,45,-,1,-,-,-1,0,-,-,-,-,-
chffy,0.00,0.00,0.00,3,0,-,C++,29,0,0,0,0,0,0,0,0,8784,2520,0.00
michaf,0.00,0.00,0.00,23,0,3.5,Python,93,0,1,0,0,2,16,0,0,-,7224,0.00
permin,0.00,0.00,0.00,17,0,-,C++,126,0,0,0,0,0,1,0,0,11120,2516,0.00
mkdong,0.00,0.00,0.00,3,0,-,C++,28,0,0,0,0,0,0,0,0,7472,2424,0.00
jakab922,0.00,0.01,0.00,7,0,2.7,Python,38,0,0,0,0,0,0,0,0,-,6492,0.01
McDic,0.00,0.00,0.00,11,0,-,C,27,0,0,0,0,0,0,0,0,7856,2116,0.00
T3rm0pA5ta,0.00,0.00,0.00,5,0,-,C++,22,0,0,0,0,0,0,0,0,10496,2576,0.00
ssulbbang,0.00,0.00,0.00,10,0,-,C++,26,0,0,0,0,0,0,0,0,11160,2488,0.00
Nooodles,0.00,0.00,0.00,5,0,2.7,Python,11,0,0,0,0,0,3,0,0,-,6380,0.00
vladklyachin,0.00,0.00,0.00,4,0,-,C++,30,0,0,0,0,0,1,0,0,9728,2608,0.00
kido,0.00,0.00,0.00,4,0,3.5,Python,13,0,0,0,0,2,1,0,0,-,7204,0.00
SoulTch,-,-,-,7,-,-,C++,35,-,1,-,-,-1,0,-,-,-,-,-
Nanored,0.00,0.06,0.00,4,0,-,java,40,0,0,0,0,1,0,64,0,-,21268,0.03
johnnyhibiki,0.00,0.07,0.01,11,0,-,java,30,0,0,0,0,0,61,64,0,-,24428,0.06
Aweather,0.00,0.01,0.00,6,0,2.7,Python,28,0,0,0,0,2,0,0,0,-,7776,0.00
watcharin,0.00,0.00,0.00,10,0,2.7,Python,21,0,0,0,0,0,5,0,0,-,6336,0.00
benfei,0.00,0.00,0.00,3,0,3.5,Python,17,0,0,0,0,2,0,0,0,-,7204,0.00
cons,-,-,-,0,-,-,C++,26,-,4,-,-,-1,0,-,-,-,-,-
nobe0716,0.00,0.01,0.00,8,0,2.7,Python,34,0,0,0,0,2,0,0,0,-,6176,0.00
Jed,0.00,0.00,0.00,3,0,3.5,Python,14,0,0,0,0,2,5,0,0,-,7220,0.00
Josse,0.00,0.00,0.00,4,0,-,C++,28,0,0,0,0,0,0,0,0,11224,2484,0.00
anstkras,0.00,0.00,0.00,3,0,-,C++,29,0,0,0,0,0,0,0,0,11456,2548,0.00
magicznymichal,0.00,0.00,0.00,14,0,-,C++,50,0,0,0,0,0,1,0,0,11536,2484,0.00
Sairi,0.00,0.00,0.00,13,0,-,C++,41,0,0,0,0,0,4,0,0,12672,2500,0.00
tsholmes,0.01,0.04,0.00,5,0,-,java,26,0,0,0,0,1,0,64,0,-,21516,0.04
Edward89,0.00,0.00,0.00,2,0,2.7,Python,37,0,0,0,0,2,0,0,0,-,6148,0.00
gs15016,0.00,0.00,0.00,3,0,-,C++,22,0,0,0,0,0,0,0,0,7872,2232,0.00
nendow,0.00,0.01,0.00,1,0,-,C#,26,0,0,0,0,0,0,0,0,-,14340,0.00
lwk,-,-,-,49,-,-,C++,236,-,1,-,-,-1,30,-,-,-,-,-
dooglius,0.00,0.00,0.00,5,0,-,C,30,0,0,0,0,0,0,0,0,7368,2272,0.00
Fornax,0.00,0.00,0.00,5,0,2.7,Python,14,0,0,0,0,2,1,0,0,-,6220,0.00
lwc,0.00,0.00,0.00,0,0,2.7,Python,7,0,0,0,0,0,0,0,0,-,6616,0.00
Amir192,0.00,0.00,0.00,22,0,2.7,Python,72,0,0,0,0,2,1,0,0,-,6184,0.00
fpfilko,0.00,0.00,0.00,3,0,-,C++,18,0,0,0,0,0,0,0,0,10552,2616,0.00
Smartassjacob,0.00,0.00,0.00,0,0,2.7,Python,17,0,0,0,0,0,0,8,0,-,6456,0.00
olafm,0.00,0.04,0.00,16,0,-,java,31,0,0,0,0,1,13,64,0,-,21672,0.04
ProjectYoung,0.00,0.04,0.01,5,0,-,java,40,0,1,0,0,1,0,64,0,-,21736,0.02
battyone,-,-,-,2,-,-,C++,31,-,1,-,-,-1,0,-,-,-,-,-
recycle,0.00,0.00,0.00,5,0,3.5,Python,16,0,0,0,0,2,0,0,0,-,7212,0.00
paulliu,-,-,-,24,-,-,java,185,-,0,-,-,-1,23,-,-,-,-,-
SPerumal,0.00,-,-,7,-,-,C#,61,-,1,-,-,-1,0,-,-,-,-,-
xyz111,0.00,0.00,0.00,3,0,-,C++,31,0,0,0,0,0,0,0,0,9856,2520,0.00
doodoori2,0.00,0.00,0.00,5,0,2.7,Python,36,0,0,0,0,0,1,0,0,-,6364,0.00
vinitgandhi007,0.00,0.00,0.00,3,0,-,C++,69,0,0,0,0,0,4,0,0,12248,2416,0.00
peekaboo,0.00,0.00,0.00,14,0,-,C++,49,0,0,0,0,0,20,0,0,9160,2516,0.00
TungNP,0.00,0.00,0.00,10,0,-,C,95,0,0,0,0,139,7,0,0,9376,1956,0.00
fredldh,-,-,-,0,-,-,C++,16,-,4,-,-,-1,0,-,-,-,-,-
ordcoder,0.00,0.00,0.00,-,0,-,C++,-,0,0,0,0,0,-,0,0,14792,2504,0.00
gastisalgado,0.00,0.00,0.00,2,0,2.7,Python,0,0,0,0,0,0,2,0,0,-,6312,0.00
edwardfung123,-,-,-,3,-,2.7,Python,30,-,0,-,-,0,1,-,-,-,-,-
boris4,0.00,0.01,0.00,7,0,2.7,Python,20,0,0,0,0,0,1,0,0,-,6252,0.00
JimmyJenkins,0.00,0.00,0.00,12,0,3.5,Python,52,0,1,0,0,2,6,0,0,-,7224,0.00
zetamoo,3.16,4.12,3.11,2,0,-,C++,49,0,0,0,0,0,0,137224,0,11104,2388,1.00
olen,0.00,0.00,0.00,3,0,-,C++,21,0,0,0,0,0,0,0,0,10904,2500,0.00
changhai,0.00,0.00,0.00,4,0,2.7,Python,26,0,0,0,0,0,1,8,0,-,6292,0.00
swiper,0.00,0.00,0.00,3,0,3.5,Python,11,0,0,0,0,2,0,0,0,-,7280,0.00
Gaabs,0.00,0.00,0.00,8,0,-,C++,40,0,0,0,0,0,0,0,0,9816,2672,0.00
Quilan,0.00,0.00,0.00,21,0,2.7,Python,39,0,0,0,0,2,15,0,0,-,6188,0.00
tgehr,0.00,0.00,0.00,3,0,-,C++,27,0,0,0,0,0,0,0,0,11928,2476,0.00
not2knight,0.00,0.04,0.00,15,0,-,java,63,0,1,0,0,1,2,64,0,-,21704,0.03
Brian,0.00,0.00,0.00,1,0,2.7,Python,11,0,0,0,0,0,0,0,0,-,6440,0.00
kiwijam,0.00,0.00,0.00,15,0,3.5,Python,34,0,1,0,0,2,2,0,0,-,7280,0.00
HellKitsune123,0.00,0.00,0.00,4,0,-,C++,26,0,0,0,0,0,0,0,0,10032,2512,0.00
dpforest,0.00,0.00,0.00,11,0,3.5,Python,63,0,0,0,0,2,1,0,0,-,7280,0.00
PlayLikeNeverB4,-,-,-,12,-,-,C++,49,-,0,-,-,134,0,-,-,17480,-,-
Progbeat,0.00,0.00,0.00,5,0,-,C++,43,0,0,0,0,0,0,0,0,11336,2704,0.00
hghwng,0.00,0.00,0.00,3,0,-,C++,39,0,0,0,0,0,0,0,0,8624,2576,0.00
pkay1947,0.00,0.11,0.00,6,0,-,java,29,0,0,0,0,0,18,64,0,-,26136,0.10
plamenko,-,-,-,15,-,-,C++,81,-,1,-,-,-1,10,-,-,-,-,-
abc3141,0.00,0.00,0.00,0,0,-,C++,19,0,0,0,0,0,0,0,0,10160,2632,0.00
okostya,0.00,-,-,10,-,-,C#,47,-,1,-,-,-1,2,-,-,-,-,-
Aksenov239,0.00,0.04,0.00,9,0,-,java,50,0,0,0,0,0,3,64,0,-,21516,0.03
Kaz,0.00,0.00,0.00,4,0,2.7,Python,10,0,0,0,0,0,1,0,0,-,6476,0.00
stanislav,0.00,0.03,0.00,4,0,2.7,Python,29,0,0,0,0,0,0,0,0,-,6316,0.02
LeonardoXavier,0.00,-,-,2,-,-,C#,0,-,1,-,-,-1,33,-,-,-,-,-
rycus86,0.00,0.00,0.00,16,0,3.5,Python,29,0,1,0,0,2,2,0,0,-,7224,0.00
iwtwiioi,0.00,0.00,0.00,0,0,-,C++,45,0,0,0,0,0,0,0,0,10856,2716,0.00
dragon7,0.00,0.00,0.00,1,0,-,C++,42,0,0,0,0,0,0,0,0,11864,2480,0.00
Jihoon,0.00,0.00,0.00,18,0,-,C++,64,0,0,0,0,0,3,0,0,11600,2620,0.00
Comto,0.00,0.00,0.00,2,0,3.5,Python,18,0,0,0,0,2,0,0,0,-,7208,0.00
kusano,0.00,0.00,0.00,0,0,2.7,Python,4,0,0,0,0,0,0,0,0,-,6488,0.00
brasspots,0.00,0.00,0.00,4,0,2.7,Python,12,0,0,0,0,2,1,0,0,-,6220,0.00
IcePupil,0.00,0.00,0.00,1,0,-,C++,36,0,0,0,0,0,0,0,0,9792,2596,0.00
rompel,0.00,0.01,0.00,9,0,2.7,Python,19,0,0,0,0,0,1,0,0,-,8320,0.00
dacin21,-,-,-,5,-,-,C++,18,-,0,-,-,-15,0,-,-,11984,-,-
afaji321,0.00,0.00,0.00,5,0,-,C++,27,0,0,0,0,0,0,0,0,9888,2744,0.00
ScottyP,0.00,0.00,0.00,5,0,2.7,Python,15,0,0,0,0,0,1,0,0,-,6388,0.00
cxlove321,0.00,0.00,0.00,1,0,-,C++,20,0,0,0,0,0,0,0,0,14448,2384,0.00
ZYH111,0.00,0.00,0.00,0,0,-,C++,20,0,0,0,0,0,0,0,0,7808,2272,0.00
MPeti,0.00,0.00,0.00,1,0,-,C++,25,0,0,0,0,0,0,0,0,12080,2500,0.00
yancouto,0.00,0.00,0.00,1,0,-,C++,26,0,0,0,0,0,0,0,0,10776,2632,0.00
Vladster,0.00,0.00,0.00,4,0,-,C++,48,0,-15,0,0,127,0,0,0,-,1276,0.00
gugus,0.00,0.01,0.00,5,0,2.7,Python,33,0,0,0,0,0,1,0,0,-,6308,0.00
jwg,0.00,0.00,0.00,2,0,2.7,Python,6,0,0,0,0,0,0,0,0,-,6508,0.00
Mattj,-,-,-,6,-,2.7,Python,43,-,0,-,-,1,5,-,-,-,-,-
PNG,0.01,0.46,0.00,7,0,-,java,60,0,0,0,0,0,1,64,0,-,48116,0.48
Slimper,0.00,0.00,0.00,8,0,-,C++,42,0,0,0,0,0,2,0,0,11664,2620,0.00
zef,0.00,0.00,0.00,3,0,-,C++,20,0,0,0,0,0,0,0,0,10384,2600,0.00
kostka,0.00,0.00,0.00,3,0,3.5,Python,10,0,0,0,0,2,0,0,0,-,7164,0.00
cedriclin,0.00,0.00,0.00,5,0,-,C++,37,0,0,0,0,0,0,0,0,10704,2476,0.00
SaveVMK,0.00,0.04,0.00,4,0,-,java,27,0,0,0,0,1,0,64,0,-,21748,0.04
t3cmax,0.00,0.00,0.00,10,0,-,C++,37,0,0,0,0,0,1,0,0,10312,2324,0.00
Skywalker8921,0.00,0.00,0.00,12,0,3.5,Python,49,0,1,0,0,2,8,0,0,-,7184,0.00
EpicSound,0.00,0.00,0.00,8,0,3.5,Python,46,0,0,0,0,2,5,0,0,-,7212,0.00
gjam,0.00,0.00,0.00,12,0,-,C++,39,0,0,0,0,0,0,0,0,30800,2636,0.00
mahmud2690,0.00,0.00,0.00,7,0,-,C++,31,0,0,0,0,0,3,0,0,11120,2608,0.00
VastoLorde95,0.00,0.00,0.00,15,0,-,C++,48,0,0,0,0,0,0,0,0,12328,2624,0.00
PRB,0.00,0.07,0.01,2,0,-,java,36,0,0,0,0,0,11,64,0,-,24452,0.05
srikanth,0.00,0.00,0.00,3,0,2.7,Python,21,0,0,0,0,0,1,0,0,-,6588,0.00
ocean1992,0.00,0.00,0.00,2,0,-,C++,31,0,0,0,0,0,0,0,0,10216,2500,0.00
OliverHallam,0.00,0.00,0.00,7,0,-,C#,40,0,0,0,0,1,0,0,0,-,13784,0.00
imv,0.00,0.01,0.00,7,0,-,C#,35,0,0,0,0,0,0,8,0,-,14284,0.01
jaymanmsu,0.00,0.02,0.00,1,0,2.7,Python,10,0,0,0,0,0,0,0,0,-,6344,0.02
takamoto,0.00,0.00,0.00,5,0,-,C++,35,0,0,0,0,0,0,0,0,14000,2536,0.00
gauravjs,0.00,0.00,0.00,1,0,2.7,Python,13,0,0,0,0,0,0,0,0,-,6288,0.00
sayeedt,-,-,-,5,-,-,java,36,-,1,-,-,-1,3,-,-,-,-,-
willothewisp,0.00,0.00,0.00,1,0,3.5,Python,11,0,0,0,0,2,0,0,0,-,7204,0.00
liutianren,0.00,0.00,0.00,1,0,-,C++,23,0,0,0,0,0,0,0,0,11184,2488,0.00
Alon,0.00,0.00,0.00,4,0,2.7,Python,15,0,0,0,0,0,1,0,0,-,6308,0.00
capythm,0.00,0.00,0.00,0,0,-,C++,19,0,0,0,0,0,0,0,0,10800,2640,0.00
QuentinB,0.00,0.00,0.00,47,0,2.7,Python,176,0,0,0,0,2,12,0,0,-,6136,0.00
MaximKulikov,0.00,0.00,0.00,6,0,-,C++,27,0,0,0,0,0,0,0,0,11328,2484,0.00
souvikkrm,0.00,0.00,0.00,1,0,-,C++,69,0,0,0,0,0,2,0,0,10032,2464,0.00
King114,0.00,0.00,0.00,8,0,-,C++,25,0,1,0,0,127,0,0,0,-,1372,0.00
tlawrence85,0.00,0.00,0.00,9,0,-,C++,41,0,0,0,0,0,5,0,0,9376,2452,0.00
zhimeng,0.01,0.07,0.00,8,0,-,java,73,0,0,0,0,0,0,64,0,-,24636,0.07
MZuev,0.00,0.00,0.00,28,0,-,C++,136,0,0,0,0,134,5,0,0,12040,2500,0.00
Ximera,0.00,0.00,0.00,5,0,-,C++,30,0,0,0,0,0,0,0,0,11576,2600,0.00
chiwangc,0.01,0.04,0.01,29,0,-,java,94,0,0,0,0,1,0,64,0,-,21640,0.02
Alarak,0.00,-,-,34,-,2.7,Python,39,-,0,-,-,-15,4,-,-,-,-,-
Seledorn,0.00,-,-,4,-,-,C#,40,-,0,-,-,1,0,-,-,-,-,-
KevinLiu,0.00,0.00,0.00,6,0,-,C++,36,0,0,0,0,0,0,0,0,10096,2364,0.00
Indeed,0.00,0.00,0.00,2,0,-,C++,27,0,0,0,0,0,0,0,0,12000,2448,0.00
pavelz,0.00,0.00,0.00,11,0,-,C++,64,0,0,0,0,0,2,0,0,10968,2588,0.00
VinyleEm,-,-,-,11,-,-,C++,70,-,1,-,-,-1,0,-,-,-,-,-
watermaximillion,0.00,0.08,0.01,4,0,-,java,49,0,0,0,0,0,0,64,0,-,26056,0.07
misof,0.00,0.00,0.00,0,0,3.5,Python,4,0,0,0,0,2,0,0,0,-,7180,0.00
phire,0.00,0.00,0.00,4,0,2.7,Python,18,0,0,0,0,0,2,0,0,-,6288,0.00
alei,0.00,0.00,0.00,1,0,-,C++,19,0,0,0,0,0,0,0,0,9928,2600,0.00
LeoChen,0.00,0.01,0.00,10,0,2.7,Python,25,0,0,0,0,0,52,0,0,-,6368,0.00
jordan15game,0.00,0.00,0.00,10,0,-,C++,73,0,0,0,0,0,2,0,0,10032,2580,0.00
carlop,0.00,0.00,0.00,7,0,-,C++,27,0,0,0,0,0,0,0,0,10664,2620,0.00
Icemore,0.00,0.00,0.00,15,0,-,C++,53,0,0,0,0,0,0,0,0,18104,2480,0.00
4yn,0.00,0.00,0.00,2,0,-,C++,17,0,0,0,0,0,0,0,0,12376,2468,0.00
Humor,0.00,0.00,0.00,3,0,-,C++,21,0,0,0,0,0,0,0,0,9304,2368,0.00
yukariko,0.00,0.00,0.00,6,0,-,C++,21,0,0,0,0,0,0,0,0,9496,2608,0.00
artberryx,0.00,0.00,0.00,2,0,-,C++,49,0,1,0,0,127,2,0,0,-,1416,0.00
ludopulles,0.00,0.00,0.00,4,0,-,C++,25,0,0,0,0,0,0,0,0,11176,2444,0.00
slex,0.00,0.04,0.00,11,0,-,java,52,0,1,0,0,1,1,64,0,-,21636,0.03
nhatminh2947,0.00,0.00,0.00,25,0,-,C++,95,0,0,0,0,0,15,8,0,12040,2596,0.00
JohnWong,0.00,0.00,0.00,3,0,3.5,Python,24,0,1,0,0,2,1,0,0,-,7180,0.00
Nandofer,0.00,0.01,0.00,18,0,2.7,Python,31,0,0,0,0,2,0,0,0,-,7696,0.00
patrickk,0.00,0.00,0.00,3,0,2.7,Python,14,0,0,0,0,0,1,0,0,-,6316,0.00
ukikagi,0.00,0.00,0.00,4,0,3.5,Python,16,0,0,0,0,2,1,0,0,-,7220,0.00
JaanusKp,0.00,0.00,0.00,2,0,2.7,Python,14,0,0,0,0,0,0,8,0,-,6268,0.00
lnsuyn,0.00,0.00,0.00,3,0,-,C++,32,0,0,0,0,0,0,0,0,7408,2372,0.00
jonis,0.00,0.00,0.00,2,0,-,C++,26,0,0,0,0,0,0,0,0,10304,2596,0.00
eugenus,0.00,0.00,0.00,14,0,-,C++,71,0,0,0,0,0,3,8,0,13960,2544,0.00
Ahyangyi,0.00,0.00,0.00,9,0,-,C++,36,0,0,0,0,0,0,0,0,10936,2624,0.00
MadHatter,0.00,0.00,0.00,2,0,2.7,Python,14,0,0,0,0,0,0,0,0,-,6428,0.00
ehlemur,0.00,0.00,0.00,3,0,2.7,Python,9,0,0,0,0,0,0,0,0,-,6544,0.00
wfe2016,0.00,0.00,0.00,4,0,-,C++,25,0,0,0,0,0,0,0,0,10648,2500,0.00
Angor,3.18,4.16,3.08,5,0,-,C++,35,0,0,0,0,0,0,137224,0,11120,2540,1.08
metakirby5,0.00,0.00,0.00,1,0,2.7,Python,7,0,0,0,0,0,0,0,0,-,6760,0.00
HowlingSoul,0.00,0.00,0.00,0,0,-,C++,26,0,0,0,0,0,0,0,0,7840,2284,0.00
Dembel,0.00,0.00,0.00,8,0,-,C++,40,0,0,0,0,0,0,0,0,11040,2744,0.00
zapped,0.00,0.04,0.00,6,0,-,java,51,0,0,0,0,1,5,64,0,-,21512,0.03
ykabaran,-,-,-,2,-,-,java,8,-,1,-,-,-1,24,-,-,-,-,-
Troublemaker,-,-,-,27,-,-,C++,74,-,4,-,-,-1,0,-,-,-,-,-
duyhai,-,-,-,11,-,-,C++,71,-,1,-,-,-1,2,-,-,-,-,-
nonZero,0.00,0.00,0.00,10,0,3.5,Python,16,0,1,0,0,2,4,0,0,-,7228,0.00
vtyw,0.00,0.00,0.00,1,0,-,C++,18,0,0,0,0,0,0,0,0,15656,2524,0.00
olage,0.00,0.00,0.00,19,0,-,C++,79,0,0,0,0,0,2,0,0,14832,2536,0.00
nhn,0.00,0.00,0.00,6,0,2.7,Python,29,0,0,0,0,0,0,8,0,-,6564,0.00
DBZX,-,-,-,12,-,-,C++,130,-,1,-,-,-1,10,-,-,-,-,-
Parikh,0.00,0.04,0.00,15,0,-,java,83,0,0,0,0,1,5,64,0,-,21288,0.04
kevinsogo,0.00,0.00,0.00,0,0,2.7,Python,3,0,0,0,0,0,0,0,0,-,6540,0.00
UpDownDOTA,0.00,0.00,0.00,3,0,-,C++,28,0,0,0,0,0,0,0,0,11552,2472,0.00
brahim,0.00,0.02,0.00,1,0,2.7,Python,16,0,0,0,0,0,0,0,0,-,6368,0.01
JeremyBlum,0.00,0.08,0.00,12,0,-,java,52,0,0,0,0,0,2,64,0,-,24572,0.07
Etienne,0.00,0.00,0.00,3,0,-,C++,32,0,0,0,0,0,0,0,0,10720,2628,0.00
mfranzs,0.00,0.00,0.00,2,0,2.7,Python,0,0,0,0,0,2,9,0,0,-,6104,0.00
tozangezan,0.00,0.00,0.00,0,0,-,C++,23,0,0,0,0,0,0,0,0,7584,2344,0.00
leeyimin,0.00,0.00,0.00,1,0,-,C++,44,0,0,0,0,0,0,0,0,11280,2360,0.00
abyssmally,0.00,0.00,0.00,3,0,-,C++,23,0,0,0,0,0,0,0,0,9992,2600,0.00
cathook,0.00,0.00,0.00,7,0,-,C++,21,0,0,0,0,0,0,0,0,7504,2368,0.00
theFreightTrain,0.00,0.01,0.00,5,0,3.5,Python,25,0,0,0,0,2,0,0,0,-,7160,0.00
Sereja,0.00,0.00,0.00,5,0,-,C++,28,0,0,0,0,0,0,0,0,11448,2504,0.00
qidiot,0.00,0.00,0.00,0,0,-,C++,28,0,0,0,0,0,0,0,0,8712,2596,0.00
DuX,0.00,0.00,0.00,10,0,-,C++,25,0,-15,0,0,127,0,0,0,-,1432,0.00
cmroz,0.00,0.02,0.00,8,0,2.7,Python,27,0,0,0,0,0,0,0,0,-,6524,0.02
aquamongoose,0.00,0.00,0.00,0,0,3.5,Python,13,0,1,0,0,2,0,0,0,-,7208,0.00
knightL,0.00,0.06,0.00,7,0,-,C++,71,0,0,0,0,0,0,0,0,28168,2760,0.06
