user_id,syatem_time,wall_clock,system_time,blanks,avg_memory,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
lysa0,-,-,-,21,-,C++,-,232,-,127,-,-,-1,0,-,-,-,-,-
frp,0.00,-,-,7,-,C++,-,44,-,127,-,-,-1,0,-,-,-,-,-
TVH,0.01,0.09,0.00,4,0,java,-,28,0,0,0,0,0,3,72,0,-,25700,0.08
ihadanny,0.00,0.01,0.00,6,0,Python,2.7,24,0,0,0,0,0,0,0,0,-,6320,0.00
rajat1603,0.00,-,-,0,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
Anaros,0.00,0.04,0.00,9,0,java,-,62,0,0,0,0,1,12,64,0,-,21384,0.04
rickytheta,0.00,-,-,6,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
sekiye,0.00,0.00,0.00,1,0,Python,2.7,15,0,0,0,0,0,0,0,0,-,6412,0.00
Umnik,0.00,-,-,7,-,C++,-,58,-,127,-,-,-1,0,-,-,-,-,-
MichaelGu,0.00,-,-,10,-,C++,-,36,-,127,-,-,-1,2,-,-,-,-,-
Uts,0.00,0.01,0.00,2,0,Python,2.7,17,0,0,0,0,0,0,0,0,-,6336,0.00
yevshin,0.01,0.20,0.00,4,0,java,-,28,0,0,0,0,0,0,64,0,-,43904,0.20
Aurel,0.00,0.00,0.00,3,0,Python,2.7,17,0,0,0,0,0,0,0,0,-,6360,0.00
Vaush,0.00,-,-,2,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
gawarkiewicz,-,-,-,3,-,C++,-,30,-,127,-,-,-1,0,-,-,-,-,-
Ogorod98,0.00,0.00,0.00,5,0,Python,2.7,16,0,0,0,0,0,1,0,0,-,6532,0.00
brainail,-,-,-,19,-,C++,-,151,-,127,-,-,-1,20,-,-,-,-,-
KhaustovPavel,0.00,-,-,11,-,C++,-,68,-,127,-,-,-1,0,-,-,-,-,-
zaskar,0.00,-,-,3,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
MatFiz,0.01,0.01,0.00,10,0,C#,-,47,0,0,0,0,0,0,0,0,-,16732,0.01
dnufer,0.00,0.01,0.00,6,0,Python,2.7,14,0,0,0,0,0,2,0,0,-,6332,0.00
tana,0.00,0.01,0.00,0,0,Python,2.7,23,0,0,0,0,0,0,0,0,-,6580,0.00
davi0015,0.00,-,-,9,-,C++,-,53,-,127,-,-,-1,0,-,-,-,-,-
alexrcoleman,0.00,0.07,0.01,2,0,java,-,43,0,0,0,0,0,0,72,0,-,24516,0.06
cki86201,0.00,-,-,3,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
danielzhang,0.00,0.05,0.00,11,0,java,-,46,0,0,0,0,1,5,64,0,-,21356,0.04
zliu,0.00,-,-,4,-,C++,-,69,-,127,-,-,-1,0,-,-,-,-,-
fbossiere,0.00,0.01,0.00,4,0,Python,2.7,36,0,0,0,0,2,0,0,0,-,6208,0.00
Pitaga,0.01,0.08,0.01,18,0,java,-,33,0,0,0,0,0,6,72,0,-,29324,0.06
dyukha,0.00,-,-,7,-,C++,-,58,-,127,-,-,-1,28,-,-,-,-,-
cons,0.00,-,-,0,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
Sohieb,-,-,-,4,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
antoninb,0.00,0.01,0.00,5,0,Python,2.7,34,0,0,0,0,0,0,0,0,-,6556,0.00
marcoskwkm,0.01,0.06,0.00,1,0,java,-,40,0,0,0,0,0,0,64,0,-,21996,0.05
prumnopitys,0.00,0.01,0.00,15,0,Python,3.5,38,0,1,0,0,2,1,0,0,-,7200,0.00
kawatea,0.00,-,-,17,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
Idiotton,0.00,0.01,0.00,9,0,Python,2.7,18,0,0,0,0,0,1,0,0,-,6724,0.00
zhymaoiing,-,-,-,4,-,C#,-,25,-,1,-,-,-1,0,-,-,-,-,-
codingbug,0.00,-,-,4,-,C++,-,32,-,127,-,-,-1,0,-,-,-,-,-
tonyxty,0.00,-,-,1,-,C++,-,25,-,127,-,-,-1,0,-,-,-,-,-
lexuanan,0.00,-,-,3,-,C++,-,30,-,127,-,-,-1,2,-,-,-,-,-
Hamukichi,0.00,0.01,0.00,12,0,Python,2.7,26,0,0,0,0,0,2,0,0,-,6572,0.00
sazas,0.00,-,-,8,-,C++,-,57,-,127,-,-,-1,0,-,-,-,-,-
md91829,0.00,-,-,2,-,C++,-,38,-,127,-,-,-1,1,-,-,-,-,-
RayChris,0.04,-,-,7,-,C++,-,56,-,127,-,-,-1,0,-,-,-,-,-
Ximera,0.02,-,-,7,-,C++,-,41,-,127,-,-,-1,1,-,-,-,-,-
Novemura,0.00,0.01,0.00,2,0,Python,2.7,32,0,0,0,0,0,2,0,0,-,6324,0.00
caldoria,0.00,-,-,13,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
binig,0.01,0.05,0.00,9,0,java,-,42,0,0,0,0,1,5,64,0,-,21892,0.04
nwin,0.00,0.00,0.00,1,0,Python,2.7,14,0,0,0,0,0,0,0,0,-,6548,0.00
shjj,0.00,-,-,5,-,C++,-,35,-,127,-,-,-1,1,-,-,-,-,-
vibhorgoel,0.03,-,-,5,-,C++,-,42,-,127,-,-,-1,2,-,-,-,-,-
GaMBttO,0.01,0.12,0.00,17,0,java,-,41,0,0,0,0,0,2,64,0,-,31524,0.10
thocevar,0.00,-,-,4,-,C++,-,57,-,127,-,-,-1,0,-,-,-,-,-
nip,0.00,0.00,0.00,3,0,Python,2.7,14,0,0,0,0,0,1,0,0,-,6580,0.00
OnionPringles,0.00,-,-,6,-,C++,-,72,-,127,-,-,-1,1,-,-,-,-,-
Akshaya,0.00,0.00,0.00,5,0,Python,2.7,26,0,0,0,0,0,5,8,0,-,6524,0.00
trort,0.00,0.01,0.00,1,0,Python,2.7,17,0,0,0,0,0,0,0,0,-,6380,0.00
Fulcrum,0.00,-,-,10,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
zhuny,0.00,0.00,0.00,31,0,Python,3.5,59,0,1,0,0,2,3,0,0,-,7216,0.00
romd,0.00,0.01,0.00,10,0,Python,2.7,31,0,0,0,0,0,0,8,0,-,6528,0.00
chubakueno,0.00,-,-,0,-,C++,-,25,-,127,-,-,-1,0,-,-,-,-,-
moranski,0.00,0.00,0.00,4,0,Python,2.7,24,0,0,0,0,0,0,0,0,-,6436,0.00
Nepeta,0.00,0.00,0.00,8,0,Python,2.7,24,0,0,0,0,0,3,0,0,-,6740,0.00
Zeroe,0.00,-,-,21,-,C++,-,56,-,127,-,-,-1,1,-,-,-,-,-
Darkgeass,0.00,-,-,3,-,C++,-,27,-,127,-,-,-1,0,-,-,-,-,-
pulkitsinghal,0.00,-,-,1,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
jaedong,0.00,-,-,2,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
kurena,0.00,0.01,0.00,0,0,Python,2.7,12,0,0,0,0,0,0,0,0,-,6896,0.01
dened,0.00,0.04,0.00,27,0,java,-,125,0,0,0,0,1,6,64,0,-,21716,0.04
Skywave,0.00,0.05,0.00,11,0,java,-,34,0,0,0,0,1,0,64,0,-,21580,0.04
ddddddpppppp,0.00,-,-,5,-,C++,-,48,-,127,-,-,-1,0,-,-,-,-,-
317070,0.00,0.00,0.00,8,0,Python,3.5,38,0,1,0,0,2,2,0,0,-,7280,0.00
GaryWu,0.00,-,-,6,-,C++,-,52,-,127,-,-,-1,7,-,-,-,-,-
SoulTch,0.00,-,-,9,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
qnighy,0.00,0.01,0.00,5,0,Python,2.7,13,0,0,0,0,0,2,0,0,-,6752,0.00
erzpan,0.00,0.04,0.00,17,0,java,-,159,0,0,0,0,1,0,64,0,-,21332,0.03
Bosz,0.00,0.01,0.00,5,0,Python,2.7,20,0,0,0,0,0,3,0,0,-,6492,0.00
xeina,0.00,-,-,12,-,Python,2.7,57,-,0,-,-,-15,19,-,-,-,-,-
AngryBacon,0.00,-,-,2,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
atfelix,0.00,0.01,0.00,4,0,Python,2.7,19,0,0,0,0,0,0,0,0,-,8684,0.00
Moketi,0.00,-,-,8,-,C++,-,63,-,127,-,-,-1,0,-,-,-,-,-
LotK,-,-,-,2,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
Qingdi,0.00,0.04,0.00,9,0,java,-,34,0,0,0,0,1,4,64,0,-,21900,0.04
ctzsm,0.00,-,-,2,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
yllan,0.00,-,-,2,-,C++,-,29,-,127,-,-,-1,1,-,-,-,-,-
hhwang,0.00,0.01,0.00,1,0,Python,2.7,19,0,0,0,0,0,0,0,0,-,6532,0.00
apiapiapiad,0.00,-,-,1,-,C++,-,48,-,127,-,-,-1,1,-,-,-,-,-
Vitaliy,0.00,-,-,4,-,C,-,38,-,127,-,-,-1,0,-,-,-,-,-
swmuron,-,-,-,16,-,Python,2.7,28,-,0,-,-,1,3,-,-,-,-,-
aeremin,0.00,0.01,0.00,1,0,Python,2.7,12,0,0,0,0,0,0,0,0,-,6652,0.00
ZhouYuChen,0.00,0.01,0.00,2,0,Python,2.7,10,0,0,0,0,0,1,0,0,-,6588,0.00
jarsp,0.00,0.00,0.00,2,0,Python,2.7,15,0,0,0,0,0,0,8,0,-,6496,0.00
pekempey,0.00,-,-,4,-,C++,-,29,-,127,-,-,-1,0,-,-,-,-,-
sy2006,0.00,-,-,1,-,C++,-,48,-,127,-,-,-1,0,-,-,-,-,-
rishicomplex,0.00,-,-,10,-,C++,-,47,-,127,-,-,-1,8,-,-,-,-,-
178855371157,0.00,1.89,0.00,4,0,Python,2.7,18,0,0,0,0,0,0,0,0,-,40192,1.86
eatmore,0.00,0.05,0.01,11,0,java,-,74,0,0,0,0,0,0,64,0,-,23084,0.03
GuanYu,0.00,-,-,2,-,C++,-,31,-,127,-,-,-1,2,-,-,-,-,-
hsyeo,0.00,-,-,2,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
STEP5,0.00,-,-,6,-,C++,-,61,-,127,-,-,-1,1,-,-,-,-,-
usaxena95,0.00,-,-,1,-,C++,-,47,-,127,-,-,-1,7,-,-,-,-,-
rversteegen,0.00,0.01,0.00,2,0,Python,2.7,17,0,0,0,0,0,0,0,0,-,6464,0.00
MathProgrammer,0.00,0.01,0.00,8,0,Python,2.7,26,0,0,0,0,0,0,8,0,-,6412,0.00
adrik,-,-,-,14,-,C#,-,72,-,1,-,-,-1,0,-,-,-,-,-
Huanyun,0.00,-,-,9,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
fullfool,0.00,0.01,0.00,18,0,Python,2.7,46,0,0,0,0,2,16,0,0,-,6136,0.00
cloudzfy,0.00,-,-,1,-,C++,-,46,-,127,-,-,-1,7,-,-,-,-,-
Beardhat,0.00,0.02,0.00,11,0,C#,-,53,0,0,0,0,0,0,0,0,-,14480,0.01
linacurious,0.00,0.00,0.00,8,0,Python,2.7,25,0,0,0,0,0,0,8,0,-,6660,0.00
Tinyyy,0.00,-,-,6,-,C++,-,44,-,127,-,-,-1,5,-,-,-,-,-
Cire,0.00,-,-,6,-,C++,-,35,-,127,-,-,-1,2,-,-,-,-,-
rmumi,0.00,-,-,2,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
cfcfs,0.00,0.01,0.00,7,0,Python,2.7,19,0,0,0,0,0,1,0,0,-,8640,0.00
Zyr17,0.00,-,-,0,-,C++,-,26,-,127,-,-,-1,0,-,-,-,-,-
PlayLikeNeverB4,-,-,-,10,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
rray,0.00,0.00,0.00,2,0,Python,2.7,20,0,0,0,0,0,0,0,0,-,6428,0.00
angzhiping,0.00,-,-,16,-,C,-,41,-,127,-,-,-1,0,-,-,-,-,-
Jiangsutx,3.18,-,-,6,-,C++,-,53,-,127,-,-,-1,2,-,-,-,-,-
crwhite,0.00,0.04,0.01,1,0,java,-,61,0,0,0,0,0,0,64,0,-,21372,0.03
anstkras,0.00,-,-,4,-,C++,-,42,-,127,-,-,-1,0,-,-,-,-,-
kameranis,0.00,0.06,0.00,4,0,Python,2.7,13,0,0,0,0,0,1,0,0,-,21224,0.05
lapi5,0.00,-,-,8,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
OmaaarZ,0.00,-,-,2,-,C++,-,57,-,127,-,-,-1,0,-,-,-,-,-
user32,0.00,-,-,10,-,C++,-,71,-,127,-,-,-1,1,-,-,-,-,-
Tiaosheng,0.00,0.00,0.00,2,0,Python,2.7,20,0,0,0,0,0,0,8,0,-,6240,0.00
zlxtqbd,0.00,0.05,0.00,5,0,java,-,37,0,0,0,0,0,0,64,0,-,23668,0.05
intijk,-,0.00,0.00,2,0,Python,2.7,30,0,0,0,0,0,0,0,0,-,6292,0.00
CJJ,-,-,-,10,-,Python,2.7,42,-,0,-,-,1,1,-,-,-,-,-
RexCoder,0.00,0.01,0.00,1,0,Python,2.7,24,0,0,0,0,0,3,0,0,-,6852,0.01
roy999,0.00,-,-,2,-,Python,2.7,0,-,0,-,-,-15,21,-,-,-,-,-
ASotelo,0.00,0.04,0.00,2,0,java,-,35,0,0,0,0,1,3,64,0,-,21632,0.04
Corea,0.00,0.00,0.00,5,0,Python,2.7,18,0,0,0,0,0,1,0,0,-,6460,0.00
Multifarious,0.00,-,-,8,-,C++,-,62,-,127,-,-,-1,0,-,-,-,-,-
kimiyuki,0.00,-,-,0,-,C++,-,29,-,127,-,-,-1,0,-,-,-,-,-
SmartSchizo,0.00,-,-,4,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
Pasqual45,0.00,-,-,11,-,C++,-,68,-,127,-,-,-1,1,-,-,-,-,-
bluedawnstar,0.00,-,-,14,-,C++,-,46,-,127,-,-,-1,0,-,-,-,-,-
tanakh,0.00,-,-,6,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
gyahun,0.00,0.00,0.00,7,0,Python,3.5,21,0,1,0,0,2,0,0,0,-,7216,0.00
abisheka,-,-,-,4,-,C++,-,89,-,127,-,-,-1,0,-,-,-,-,-
codecracker4,-,-,-,2,-,C++,-,57,-,127,-,-,-1,3,-,-,-,-,-
MathGuy,0.00,0.07,0.00,1,0,java,-,29,0,0,0,0,0,0,64,0,-,23892,0.06
KCChen,0.00,0.00,0.00,4,0,Python,2.7,15,0,0,0,0,0,3,0,0,-,6464,0.00
Kuuur,0.01,0.07,0.00,3,0,java,-,44,0,0,0,0,0,7,64,0,-,24200,0.06
Goldsmith94,0.00,-,-,6,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
georgevidalakis,0.00,-,-,1,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
yemelitc,0.00,-,-,7,-,C,-,24,-,127,-,-,-1,1,-,-,-,-,-
whyando,0.00,-,-,11,-,C++,-,45,-,127,-,-,-1,1,-,-,-,-,-
dilemma,0.00,0.04,0.00,14,0,java,-,105,0,1,0,0,1,3,64,0,-,21836,0.04
mpt2,0.00,-,-,3,-,C++,-,51,-,127,-,-,-1,0,-,-,-,-,-
zay1e,-,-,-,5,-,C++,-,47,-,127,-,-,-1,0,-,-,-,-,-
HandsomeLiu,0.00,-,-,1,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
bbhands,0.00,0.01,0.00,5,0,Python,2.7,14,0,0,0,0,0,2,0,0,-,6404,0.00
pengfeibill,0.00,-,-,3,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
paulfornia,0.00,0.05,0.00,6,0,java,-,56,0,0,0,0,1,6,64,0,-,21720,0.04
cih187,0.00,0.01,0.00,3,0,Python,2.7,25,0,0,0,0,0,2,0,0,-,6484,0.00
Astrae,0.00,0.05,0.01,24,0,Python,2.7,27,0,0,0,0,0,7,0,0,-,21204,0.04
Shubochao,0.00,0.01,0.00,7,0,Python,2.7,34,0,0,0,0,1,1,0,0,-,6344,0.00
Joisino,0.00,-,-,12,-,C++,-,70,-,127,-,-,-1,0,-,-,-,-,-
Torden,0.01,0.04,0.00,14,0,java,-,70,0,0,0,0,0,0,64,0,-,21344,0.04
dfan,0.00,0.01,0.00,6,0,Python,3.5,37,0,1,0,0,2,6,0,0,-,7224,0.00
ksun48,0.00,-,-,2,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
Floris,0.00,0.04,0.00,4,0,java,-,29,0,0,0,0,1,1,64,0,-,21268,0.04
Tedium,0.00,-,-,9,-,C++,-,70,-,127,-,-,-1,0,-,-,-,-,-
zoyanhui,0.00,0.01,0.00,8,0,Python,2.7,21,0,0,0,0,0,0,0,0,-,6592,0.00
oonishi,0.00,0.01,0.00,11,0,Python,3.5,32,0,1,0,0,2,11,0,0,-,7200,0.00
robertking,0.00,0.01,0.00,1,0,Python,2.7,15,0,0,0,0,0,0,0,0,-,6484,0.00
janq,0.00,-,-,7,-,C++,-,61,-,127,-,-,-1,4,-,-,-,-,-
Romka,0.00,-,-,9,-,C++,-,49,-,127,-,-,-1,0,-,-,-,-,-
XraY,0.00,-,-,15,-,C++,-,85,-,127,-,-,-1,0,-,-,-,-,-
abczz,0.00,-,-,7,-,C++,-,76,-,127,-,-,-1,4,-,-,-,-,-
sleirsgoevy,0.00,0.00,0.00,3,0,Python,3.5,22,0,1,0,0,2,0,0,0,-,7180,0.00
baz1,-,-,-,5,-,C++,-,37,-,127,-,-,-1,1,-,-,-,-,-
Stefan456,0.00,0.04,0.01,3,0,java,-,38,0,0,0,0,1,3,64,0,-,21424,0.02
Vytas,0.00,0.01,0.00,2,0,Python,2.7,13,0,0,0,0,0,19,0,0,-,6556,0.00
spartacus201,0.00,-,-,2,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
W4yneb0t,0.00,-,-,0,-,C++,-,54,-,127,-,-,-1,0,-,-,-,-,-
wwiiiii,0.00,-,-,4,-,C++,-,56,-,127,-,-,-1,0,-,-,-,-,-
ctunoku,0.00,0.06,0.00,5,0,java,-,81,0,0,0,0,0,1,64,0,-,23468,0.06
Hakiko,0.00,-,-,4,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
math4tots,0.00,0.01,0.00,3,0,Python,2.7,12,0,0,0,0,0,1,0,0,-,6484,0.00
arghyasur,0.02,0.04,0.00,12,0,java,-,49,0,0,0,0,0,4,64,0,-,21260,0.04
germanzorba,-,-,-,2,-,C++,-,0,-,127,-,-,-1,10,-,-,-,-,-
xman1024,0.00,-,-,3,-,C++,-,43,-,127,-,-,-1,0,-,-,-,-,-
aminul,0.01,0.06,0.00,17,0,java,-,85,0,0,0,0,0,0,64,0,-,22744,0.05
MottyP,0.00,0.01,0.00,5,0,Python,2.7,22,0,0,0,0,0,0,0,0,-,6568,0.00
peso,0.00,0.01,0.00,2,0,Python,2.7,26,0,0,0,0,0,2,0,0,-,6412,0.00
chriswong205,0.00,0.05,0.00,16,0,java,-,99,0,0,0,0,1,22,64,0,-,21520,0.04
mth,0.00,0.02,0.00,9,0,Python,2.7,45,0,0,0,0,0,1,8,0,-,6832,0.00
Tony,0.00,-,-,5,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
zajac,0.00,-,-,12,-,C++,-,50,-,127,-,-,-1,2,-,-,-,-,-
SharkMan,-,-,-,0,-,C++,-,46,-,127,-,-,-1,0,-,-,-,-,-
shik,0.00,-,-,15,-,C++,-,125,-,127,-,-,-1,2,-,-,-,-,-
Vesuvius,-,-,-,4,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
jkrempus,0.00,-,-,3,-,C++,-,26,-,127,-,-,-1,0,-,-,-,-,-
veluca,0.00,0.00,0.00,3,0,Python,3.5,15,0,1,0,0,2,1,0,0,-,7176,0.00
vrk001,0.00,-,-,5,-,C++,-,92,-,127,-,-,-1,0,-,-,-,-,-
vepifanov,0.00,-,-,6,-,C++,-,69,-,127,-,-,-1,0,-,-,-,-,-
Bubris,0.00,-,-,3,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
Jennaiel,0.00,0.06,0.00,16,0,java,-,45,0,0,0,0,1,13,64,0,-,21340,0.04
Gazo,0.00,0.03,0.00,5,0,Python,2.7,21,0,0,0,0,0,0,0,0,-,6600,0.00
ahu1992,0.00,-,-,2,-,C++,-,54,-,127,-,-,-1,2,-,-,-,-,-
yuzmukhametov,0.00,-,-,10,-,C++,-,76,-,127,-,-,-1,5,-,-,-,-,-
tsukuno,0.00,0.08,0.00,15,0,java,-,37,0,0,0,0,0,7,64,0,-,25924,0.07
trevoran,0.00,0.00,0.00,2,0,Python,2.7,21,0,0,0,0,2,0,0,0,-,6112,0.00
Eigenket,0.00,0.05,0.00,15,0,java,-,87,0,0,0,0,0,1,64,0,-,23320,0.04
fidels,0.00,-,-,4,-,C++,-,24,-,127,-,-,-1,0,-,-,-,-,-
trashcansaretasty,0.00,0.05,0.01,2,0,java,-,44,0,0,0,0,0,0,72,0,-,21476,0.03
cyon,0.00,0.05,0.00,10,0,java,-,45,0,0,0,0,1,4,64,0,-,21384,0.04
Fcdkbear,0.00,-,-,6,-,C++,-,79,-,127,-,-,-1,0,-,-,-,-,-
sunset,0.00,-,-,1,-,C++,-,30,-,127,-,-,-1,0,-,-,-,-,-
kmisura,0.00,0.05,0.00,3,0,java,-,37,0,0,0,0,1,0,64,0,-,21908,0.04
Gozz,0.00,-,-,2,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
KennyHORROR,0.00,-,-,5,-,C++,-,56,-,127,-,-,-1,1,-,-,-,-,-
SCL,0.00,0.05,0.00,1,0,java,-,39,0,0,0,0,1,0,64,0,-,21456,0.04
kmampent,0.06,-,-,5,-,C++,-,42,-,127,-,-,-1,0,-,-,-,-,-
travm12,0.01,0.05,0.00,7,0,java,-,61,0,1,0,0,1,3,64,0,-,21472,0.04
FrozenWinters,0.00,-,-,2,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
piyawatl,0.00,-,-,6,-,C#,-,82,-,1,-,-,-1,0,-,-,-,-,-
cohadar,0.00,0.08,0.00,8,0,java,-,48,0,0,0,0,0,5,64,0,-,24832,0.07
burunduk3,0.00,-,-,-,-,C++,-,-,-,127,-,-,-1,-,-,-,-,-,-
jeroenvw,0.00,-,-,2,-,Python,2.7,3,-,0,-,-,1,52,-,-,-,-,-
Salvare,0.00,-,-,2,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
FatAlex,0.00,0.00,0.00,27,0,Python,2.7,70,0,0,0,0,0,3,0,0,-,6352,0.00
songman,0.00,-,-,6,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
piob,0.00,-,-,7,-,C++,-,57,-,127,-,-,-1,0,-,-,-,-,-
nigus,0.00,-,-,19,-,C++,-,73,-,127,-,-,-1,0,-,-,-,-,-
kchan8000,0.00,0.04,0.00,4,0,java,-,39,0,0,0,0,1,0,64,0,-,21372,0.03
dussel,0.00,-,-,7,-,C++,-,33,-,127,-,-,-1,2,-,-,-,-,-
mkirsche,0.00,0.04,0.00,7,0,java,-,61,0,0,0,0,0,0,64,0,-,21608,0.04
EgorKulikov,-,-,-,36,-,java,-,233,-,1,-,-,-1,6,-,-,-,-,-
fastblood,0.00,-,-,10,-,C++,-,54,-,127,-,-,-1,0,-,-,-,-,-
rol,0.00,-,-,3,-,C++,-,26,-,127,-,-,-1,0,-,-,-,-,-
peijinz,0.00,0.04,0.01,13,0,java,-,74,0,0,0,0,1,0,64,0,-,21716,0.03
lazsil,0.00,-,-,9,-,C++,-,43,-,127,-,-,-1,0,-,-,-,-,-
maopao,0.00,-,-,2,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
HIR180,0.00,-,-,0,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
AdityaM93,0.00,0.04,0.01,10,0,java,-,39,0,0,0,0,1,0,64,0,-,21356,0.02
hs484,0.00,0.04,0.00,11,0,java,-,58,0,0,0,0,1,2,64,0,-,21356,0.04
JDJake,0.00,-,-,13,-,C++,-,36,-,127,-,-,-1,11,-,-,-,-,-
mIllIbyte,0.00,-,-,0,-,C,-,18,-,127,-,-,-1,0,-,-,-,-,-
mayoko,0.00,-,-,3,-,C++,-,59,-,127,-,-,-1,4,-,-,-,-,-
JaapB,-,-,-,9,-,java,-,52,-,1,-,-,-1,0,-,-,-,-,-
ddoss,0.00,0.00,0.00,3,0,Python,2.7,19,0,0,0,0,0,0,0,0,-,6412,0.00
WeiLiu,0.00,-,-,40,-,C#,-,214,-,1,-,-,-1,12,-,-,-,-,-
yuxiaobhcs,0.04,-,-,3,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
wooyaggo,0.00,-,-,6,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
hieutle,0.00,-,-,5,-,C++,-,41,-,127,-,-,-1,1,-,-,-,-,-
Speckdonis,0.00,0.01,0.00,23,0,C#,-,95,0,0,0,0,0,2,8,0,-,14752,0.01
Demon1999,-,-,-,5,-,C++,-,46,-,127,-,-,-1,0,-,-,-,-,-
McNelly,0.00,0.01,0.00,3,0,Python,2.7,16,0,0,0,0,0,0,0,0,-,6544,0.00
Witalia,0.00,-,-,10,-,C++,-,104,-,127,-,-,-1,1,-,-,-,-,-
passs,0.00,0.02,0.00,3,0,Python,2.7,19,0,0,0,0,2,0,0,0,-,6136,0.00
rsola,0.00,-,-,4,-,C++,-,24,-,127,-,-,-1,0,-,-,-,-,-
Shaikhitdin,0.00,-,-,14,-,C++,-,58,-,127,-,-,-1,1,-,-,-,-,-
jk001,0.00,0.08,0.00,6,0,java,-,30,0,0,0,0,0,0,64,0,-,24668,0.06
Tas,0.00,0.01,0.00,7,0,Python,2.7,16,0,0,0,0,0,1,0,0,-,6532,0.00
Tzabari,0.00,0.01,0.00,3,0,Python,2.7,21,0,0,0,0,2,0,0,0,-,6228,0.00
h4cker,0.00,-,-,4,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
Saham,0.00,-,-,0,-,C++,-,48,-,127,-,-,-1,0,-,-,-,-,-
wengsht,0.00,-,-,9,-,C++,-,56,-,127,-,-,-1,5,-,-,-,-,-
GordeevAlex,0.00,-,-,15,-,C++,-,84,-,127,-,-,-1,2,-,-,-,-,-
silverauto,-,0.04,0.00,2,0,java,-,8,0,1,0,0,1,13,64,0,-,21328,0.03
khsoo01,0.00,-,-,4,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
rn4ru,-,-,-,5,-,java,-,40,-,1,-,-,-1,0,-,-,-,-,-
shindannin,-,-,-,83,-,C++,-,309,-,127,-,-,-1,58,-,-,-,-,-
ashish1729,0.00,0.04,0.00,24,0,java,-,54,0,0,0,0,0,0,64,0,-,21552,0.04
oleksii,-,-,-,5,-,C#,-,46,-,1,-,-,-1,3,-,-,-,-,-
yoyoyo,0.00,-,-,5,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
EowinYe,0.00,-,-,1,-,C++,-,42,-,127,-,-,-1,0,-,-,-,-,-
Gustavostor,0.00,-,-,17,-,C++,-,74,-,127,-,-,-1,0,-,-,-,-,-
Trasier,0.00,-,-,14,-,C++,-,84,-,127,-,-,-1,3,-,-,-,-,-
rafaeldaigo,0.00,-,-,4,-,C++,-,50,-,127,-,-,-1,0,-,-,-,-,-
doubleEle,0.00,-,-,3,-,C++,-,40,-,127,-,-,-1,2,-,-,-,-,-
Srdce,0.00,-,-,4,-,C++,-,29,-,127,-,-,-1,0,-,-,-,-,-
