user_id,syatem_time,wall_clock,system_time,blanks,avg_memory,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
tpablo,0.00,0.01,0.00,22,0,Python,3.5,109,0,1,0,0,2,2,0,0,-,7276,0.00
penguin2,-,-,-,5,-,C++,-,63,-,127,-,-,-1,0,-,-,-,-,-
thundercracker,0.00,-,-,10,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
Narua,0.00,-,-,17,-,C,-,67,-,127,-,-,-1,0,-,-,-,-,-
niconiconi,0.00,0.05,0.01,5,0,java,-,71,0,0,0,0,1,0,64,0,-,21328,0.03
wx2486,0.00,-,-,8,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
sandeva,0.00,0.01,0.00,3,0,Python,2.7,15,0,0,0,0,0,0,0,0,-,6472,0.00
JackWindows,0.00,0.02,0.00,4,0,Python,2.7,27,0,0,0,0,0,1,8,0,-,6808,0.01
bquark,0.00,0.00,0.00,3,0,Python,2.7,21,0,0,0,0,2,0,0,0,-,6112,0.00
SuperBidi,0.00,0.05,0.00,61,0,java,-,322,0,0,0,0,0,8,64,0,-,21720,0.04
varkor,0.00,0.00,0.00,4,0,Python,2.7,28,0,0,0,0,0,0,8,0,-,6452,0.00
lichenkoh,0.05,-,-,0,-,C++,-,47,-,127,-,-,-1,0,-,-,-,-,-
Jasonzhang,0.00,0.01,0.00,13,0,Python,2.7,33,0,0,0,0,2,3,0,0,-,6140,0.00
Na2a,0.00,-,-,12,-,C++,-,68,-,127,-,-,-1,2,-,-,-,-,-
zarhane,0.00,0.05,0.00,11,0,java,-,44,0,1,0,0,1,7,64,0,-,21744,0.04
imgauravdewan,0.00,-,-,4,-,C++,-,45,-,127,-,-,-1,2,-,-,-,-,-
dmitryme,0.00,0.00,0.00,11,0,Python,2.7,22,0,0,0,0,0,1,0,0,-,6472,0.00
namonakiacc,0.00,-,-,2,-,C++,-,112,-,127,-,-,-1,0,-,-,-,-,-
nike0good,-,-,-,4,-,C++,-,65,-,127,-,-,-1,0,-,-,-,-,-
Felix,0.00,-,-,5,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
ondivate,0.00,0.07,0.00,3,0,java,-,34,0,0,0,0,0,1,64,0,-,24240,0.06
pablobce,0.00,-,-,6,-,C++,-,54,-,127,-,-,-1,0,-,-,-,-,-
microtony,0.00,-,-,1,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
Silveew,0.00,0.01,0.00,15,0,Python,2.7,45,0,0,0,0,0,0,0,0,-,8792,0.00
RiHL,0.00,-,-,8,-,C,-,39,-,127,-,-,-1,0,-,-,-,-,-
Doju,0.00,-,-,8,-,C++,-,21,-,127,-,-,-1,0,-,-,-,-,-
whoami,0.02,-,-,1,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
userresu,0.00,-,-,2,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
Yaksha,0.00,0.01,0.00,10,0,Python,3.5,20,0,1,0,0,2,0,0,0,-,7196,0.00
f1u77y,0.00,0.01,0.00,1,0,Python,2.7,12,0,0,0,0,0,1,0,0,-,6528,0.00
TurboDymoNerd,-,-,-,7,-,C#,-,39,-,1,-,-,-1,0,-,-,-,-,-
00dnvtmf,0.00,-,-,0,-,C++,-,59,-,127,-,-,-1,1,-,-,-,-,-
Billy13,0.00,0.02,0.00,0,0,Python,2.7,25,0,0,0,0,0,0,8,0,-,6472,0.00
ThiagoRRamos,0.00,0.00,0.00,2,0,Python,2.7,17,0,0,0,0,0,0,0,0,-,6528,0.00
Danielpp,-,-,-,11,-,C++,-,58,-,127,-,-,-1,0,-,-,-,-,-
Landertxu,0.00,-,-,6,-,C++,-,30,-,127,-,-,-1,0,-,-,-,-,-
kmod,0.00,0.01,0.00,7,0,Python,2.7,24,0,0,0,0,0,0,0,0,-,6464,0.00
logan12358,0.00,-,-,1,-,C++,-,15,-,127,-,-,-1,0,-,-,-,-,-
echesakov,0.00,-,-,17,-,C++,-,72,-,127,-,-,-1,0,-,-,-,-,-
yumou,0.00,0.00,0.00,5,0,Python,2.7,23,0,0,0,0,2,0,0,0,-,6120,0.00
tphow,0.00,-,-,2,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
rlara,0.00,-,-,4,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
tatuyan,0.00,-,-,8,-,C,-,29,-,127,-,-,-1,0,-,-,-,-,-
superfish,0.00,-,-,3,-,C++,-,46,-,127,-,-,-1,2,-,-,-,-,-
mk2,0.00,-,-,3,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
Vanekan,0.00,0.01,0.00,2,0,Python,2.7,15,0,0,0,0,0,0,0,0,-,6488,0.00
mahmud2690,0.00,-,-,6,-,C++,-,41,-,127,-,-,-1,2,-,-,-,-,-
Bartekb,0.00,0.03,0.00,11,0,C#,-,53,0,0,0,0,0,0,0,0,-,16220,0.01
newtonis,0.00,-,-,12,-,C++,-,60,-,127,-,-,-1,5,-,-,-,-,-
csegura,0.00,-,-,1,-,C++,-,51,-,127,-,-,-1,0,-,-,-,-,-
pinpin,0.00,-,-,2,-,C,-,28,-,127,-,-,-1,0,-,-,-,-,-
Lunaro,0.00,-,-,0,-,C++,-,32,-,127,-,-,-1,0,-,-,-,-,-
ChouUn,0.00,-,-,7,-,C++,-,34,-,127,-,-,-1,12,-,-,-,-,-
pahan,0.00,-,-,3,-,C++,-,46,-,127,-,-,-1,0,-,-,-,-,-
mkoijn,0.00,-,-,11,-,C++,-,98,-,127,-,-,-1,0,-,-,-,-,-
chamathK,0.00,0.05,0.00,19,0,java,-,123,0,0,0,0,0,10,72,0,-,21884,0.04
ooyyloo,0.00,-,-,2,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
purpleslz,0.00,-,-,10,-,C++,-,57,-,127,-,-,-1,1,-,-,-,-,-
zAlbee,0.00,0.04,0.00,14,0,java,-,76,0,0,0,0,0,6,64,0,-,21364,0.04
MReni,0.00,0.00,0.00,5,0,Python,2.7,32,0,0,0,0,0,0,0,0,-,7044,0.00
bamilan,0.00,-,-,13,-,C++,-,46,-,127,-,-,-1,3,-,-,-,-,-
lshmouse,0.00,-,-,1,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
jdoerrie,0.00,-,-,14,-,C++,-,145,-,127,-,-,-1,10,-,-,-,-,-
cherrypi42,0.00,0.00,0.00,10,0,Python,2.7,17,0,0,0,0,0,0,8,0,-,6580,0.00
qiaoz,0.00,0.09,0.00,1,0,java,-,29,0,0,0,0,0,0,64,0,-,24832,0.08
palys,-,-,-,26,-,java,-,98,-,1,-,-,-1,0,-,-,-,-,-
RakeshPant,0.00,0.01,0.00,2,0,Python,3.5,21,0,1,0,0,2,1,0,0,-,7128,0.00
abhilekh041992,0.00,-,-,33,-,C++,-,49,-,127,-,-,-1,6,-,-,-,-,-
SuprDewd,0.00,-,-,3,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
gugugu,0.00,0.01,0.00,6,0,Python,3.5,33,0,1,0,0,2,4,0,0,-,7216,0.00
sherifWaly,0.04,-,-,2,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
kenkoooo,0.00,-,-,2,-,C++,-,63,-,127,-,-,-1,22,-,-,-,-,-
bigOnion,-,-,-,39,-,Python,2.7,156,-,0,-,-,1,31,-,-,-,-,-
rkleberhoff,0.00,0.04,0.00,11,0,java,-,49,0,0,0,0,1,11,64,0,-,21668,0.04
liymouse,-,-,-,4,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
Hodduc,0.00,0.00,0.00,8,0,Python,2.7,16,0,0,0,0,0,2,0,0,-,6496,0.00
antonpp,0.00,-,-,5,-,C++,-,61,-,127,-,-,-1,4,-,-,-,-,-
Quigi,0.00,-,-,5,-,C++,-,34,-,127,-,-,-1,3,-,-,-,-,-
Haffi,0.00,0.00,0.00,4,0,Python,2.7,20,0,0,0,0,0,0,0,0,-,6584,0.00
VladGavrila,0.00,-,-,11,-,C++,-,43,-,127,-,-,-1,0,-,-,-,-,-
dkirienko,0.00,0.00,0.00,2,0,Python,3.5,16,0,1,0,0,2,0,0,0,-,7224,0.00
SalmonFish,0.00,-,-,5,-,C++,-,38,-,127,-,-,-1,40,-,-,-,-,-
lostleaf,0.00,-,-,4,-,C++,-,40,-,127,-,-,-1,2,-,-,-,-,-
p91paul,0.00,0.02,0.00,1,0,Python,2.7,12,0,0,0,0,0,0,0,0,-,6436,0.00
zpc,0.00,-,-,10,-,C,-,49,-,127,-,-,-1,0,-,-,-,-,-
shiratty8,0.00,-,-,4,-,C++,-,45,-,127,-,-,-1,3,-,-,-,-,-
kotamanegi,-,-,-,0,-,C++,-,52,-,127,-,-,-1,1,-,-,-,-,-
cosminC79,0.00,-,-,8,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
famafka,0.00,-,-,4,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
adelnobel,0.00,-,-,11,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
Smurf,-,-,-,14,-,java,-,46,-,1,-,-,-1,0,-,-,-,-,-
cubelover,0.00,0.01,0.00,2,0,Python,3.5,12,0,1,0,0,2,0,0,0,-,7168,0.00
Ternsip,0.00,-,-,5,-,C++,-,26,-,127,-,-,-1,0,-,-,-,-,-
Ronnoc,0.00,0.01,0.00,0,0,Python,2.7,26,0,0,0,0,0,0,8,0,-,6584,0.00
burakov28,0.00,-,-,10,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
MikeCAT,0.00,-,-,9,-,C,-,34,-,127,-,-,-1,36,-,-,-,-,-
xoxie,0.00,0.00,0.00,1,0,Python,2.7,18,0,0,0,0,0,0,0,0,-,6404,0.00
skrydg,0.00,-,-,6,-,C++,-,88,-,127,-,-,-1,3,-,-,-,-,-
pleasurepain,-,-,-,22,-,C++,-,110,-,127,-,-,-1,3,-,-,-,-,-
music960633,0.00,-,-,4,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
Douec,0.00,0.01,0.00,5,0,Python,2.7,30,0,0,0,0,0,3,8,0,-,6400,0.00
CoderPat,0.00,0.01,0.00,8,0,Python,2.7,24,0,0,0,0,0,0,0,0,-,6888,0.00
yenizelanda,0.00,-,-,4,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
Pascalson,0.00,-,-,2,-,C++,-,42,-,127,-,-,-1,0,-,-,-,-,-
victor77,0.00,-,-,3,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
yo35,-,-,-,12,-,java,-,48,-,1,-,-,-1,0,-,-,-,-,-
JHL,-,-,-,8,-,java,-,61,-,1,-,-,-1,0,-,-,-,-,-
sonph,0.00,0.06,0.00,11,0,java,-,63,0,0,0,0,1,0,64,0,-,21484,0.06
toaDime,0.00,0.01,0.00,1,0,Python,2.7,14,0,0,0,0,0,0,0,0,-,6672,0.01
mhorst,0.00,-,-,9,-,C++,-,47,-,127,-,-,-1,1,-,-,-,-,-
2jjy,0.00,-,-,1,-,C++,-,55,-,127,-,-,-1,0,-,-,-,-,-
Ardem,0.00,0.01,0.00,4,0,Python,2.7,19,0,0,0,0,2,7,0,0,-,6068,0.00
tomconerly,0.00,0.08,0.00,1,0,java,-,34,0,0,0,0,0,0,64,0,-,24452,0.07
narri,0.00,0.01,0.00,6,0,Python,2.7,24,0,0,0,0,0,0,0,0,-,6376,0.00
aitch,0.00,-,-,1,-,C++,-,53,-,127,-,-,-1,0,-,-,-,-,-
Ragnar,0.00,-,-,10,-,C++,-,43,-,127,-,-,-1,1,-,-,-,-,-
azaky,0.00,-,-,9,-,C++,-,76,-,127,-,-,-1,4,-,-,-,-,-
Pkufengxiangli,0.00,0.09,0.00,0,0,java,-,34,0,0,0,0,0,0,64,0,-,24272,0.07
Ryckes,0.00,-,-,13,-,C++,-,43,-,127,-,-,-1,2,-,-,-,-,-
SinnerAA,0.00,0.06,0.01,14,0,java,-,90,0,0,0,0,0,0,72,0,-,24600,0.04
marcv81,0.00,0.01,0.00,5,0,Python,2.7,29,0,0,0,0,0,0,0,0,-,6768,0.00
MaximKulikov,0.00,-,-,6,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
TeaPot,0.00,-,-,17,-,C++,-,74,-,127,-,-,-1,1,-,-,-,-,-
fanvree1,0.00,-,-,0,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
pEqualsNP,0.00,-,-,1,-,C++,-,50,-,127,-,-,-1,0,-,-,-,-,-
Malkava,0.00,0.00,0.00,2,0,Python,2.7,20,0,0,0,0,0,0,0,0,-,6580,0.00
mingcl,0.00,-,-,8,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
isea,0.00,-,-,6,-,C++,-,58,-,127,-,-,-1,6,-,-,-,-,-
Terence,0.00,0.01,0.00,0,0,Python,2.7,12,0,0,0,0,0,0,0,0,-,6552,0.00
olydis,0.00,0.01,0.00,1,0,C#,-,39,0,0,0,0,0,0,0,0,-,14212,0.01
IdoLivneh,0.00,0.01,0.00,18,0,Python,2.7,121,0,0,0,0,0,13,8,0,-,8908,0.00
noname512,0.00,-,-,0,-,C++,-,30,-,127,-,-,-1,0,-,-,-,-,-
nikhil96sher,0.00,-,-,4,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
aditya1495,0.00,-,-,6,-,C++,-,43,-,127,-,-,-1,0,-,-,-,-,-
yuxuelu9,0.00,-,-,1,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
notetake,0.00,-,-,8,-,C++,-,28,-,127,-,-,-1,2,-,-,-,-,-
jasonkit,-,-,-,11,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
osdajigu,0.00,-,-,13,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
EPG,0.00,0.00,0.00,26,0,Python,2.7,25,0,0,0,0,2,9,0,0,-,6184,0.00
shubhamjha3003,0.00,-,-,0,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
yzyz,0.00,-,-,7,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
JohnSmith,-,-,-,15,-,C++,-,50,-,127,-,-,-1,5,-,-,-,-,-
tonyr,0.00,0.00,0.00,27,0,Python,2.7,35,0,0,0,0,0,6,8,0,-,7028,0.00
deniss,0.00,-,-,5,-,C++,-,60,-,127,-,-,-1,0,-,-,-,-,-
Tabasz,0.00,-,-,2,-,C++,-,48,-,127,-,-,-1,1,-,-,-,-,-
frankbozar,0.00,-,-,8,-,C++,-,22,-,127,-,-,-1,8,-,-,-,-,-
Zoli9,0.00,-,-,2,-,C++,-,53,-,127,-,-,-1,0,-,-,-,-,-
DATASOURCE,0.00,-,-,4,-,C++,-,52,-,127,-,-,-1,6,-,-,-,-,-
lety,0.00,-,-,13,-,C++,-,51,-,127,-,-,-1,11,-,-,-,-,-
tonyk,0.00,-,-,10,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
Coin,0.00,-,-,5,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
FDLRS,-,0.06,0.00,4,0,java,-,0,0,1,0,0,1,53,64,0,-,21184,0.04
cavoo,0.00,0.00,0.00,5,0,Python,2.7,19,0,0,0,0,0,0,0,0,-,6440,0.00
thrawn,0.00,0.04,0.00,4,0,java,-,32,0,0,0,0,0,0,64,0,-,21576,0.04
James5566,0.00,0.01,0.00,15,0,Python,2.7,16,0,0,0,0,0,12,0,0,-,6564,0.00
mol,0.00,-,-,1,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
s19971120mark,0.00,-,-,0,-,C++,-,44,-,127,-,-,-1,0,-,-,-,-,-
Kaseo,0.00,-,-,4,-,C++,-,34,-,127,-,-,-1,2,-,-,-,-,-
nikouni,0.00,-,-,18,-,C++,-,48,-,127,-,-,-1,0,-,-,-,-,-
mihaild,0.00,1.69,0.01,14,0,Python,2.7,40,0,0,0,0,0,0,0,0,-,38220,1.67
zli,0.00,0.01,0.00,1,0,Python,2.7,16,0,0,0,0,0,1,0,0,-,6568,0.00
huangxi,0.00,-,-,16,-,C++,-,53,-,127,-,-,-1,9,-,-,-,-,-
leek,0.00,-,-,11,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
indy256,-,-,-,11,-,java,-,126,-,1,-,-,-1,4,-,-,-,-,-
smurty,0.00,0.01,0.00,2,0,Python,2.7,12,0,0,0,0,0,1,0,0,-,6584,0.00
carrick16,0.00,-,-,49,-,C++,-,111,-,127,-,-,-1,40,-,-,-,-,-
aan93,0.00,-,-,0,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
eXtreme,0.00,-,-,26,-,C++,-,108,-,127,-,-,-1,71,-,-,-,-,-
kawasaki,0.00,0.01,0.00,0,0,Python,2.7,11,0,0,0,0,0,0,0,0,-,6448,0.00
fiver,0.00,0.02,0.00,17,0,C#,-,99,0,0,0,0,0,0,0,0,-,17212,0.01
Eibe,0.00,0.00,0.00,5,0,Python,2.7,16,0,0,0,0,0,0,0,0,-,6640,0.00
ikicic,0.00,0.01,0.00,3,0,Python,2.7,17,0,0,0,0,0,0,0,0,-,6496,0.00
szMate,0.00,0.01,0.00,2,0,C#,-,47,0,0,0,0,0,0,8,0,-,14372,0.01
chaemon,0.00,-,-,8,-,C++,-,68,-,127,-,-,-1,13,-,-,-,-,-
ykabaran,-,-,-,2,-,java,-,8,-,1,-,-,-1,21,-,-,-,-,-
SkyRaker,-,-,-,2,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
mvdnes,0.00,-,-,4,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
krismaz,0.00,-,-,22,-,C++,-,55,-,127,-,-,-1,3,-,-,-,-,-
pebl,0.00,0.04,0.00,14,0,java,-,49,0,0,0,0,1,1,64,0,-,21576,0.04
LHiC,0.00,-,-,10,-,C++,-,51,-,127,-,-,-1,0,-,-,-,-,-
Mperv,0.00,0.01,0.00,4,0,C#,-,39,0,0,0,0,0,0,0,0,-,16784,0.01
Darrin370,0.01,0.09,0.00,1,0,java,-,44,0,0,0,0,0,0,72,0,-,29700,0.08
xJakub,0.02,0.05,0.00,10,0,java,-,55,0,0,0,0,1,0,64,0,-,21384,0.04
sachinr20,0.00,0.01,0.00,6,0,Python,3.5,27,0,1,0,0,2,0,0,0,-,7216,0.01
cailw,0.00,0.01,0.00,2,0,Python,3.5,16,0,1,0,0,2,0,0,0,-,7212,0.00
AngelicosPhosphoros,0.00,-,-,9,-,C++,-,81,-,127,-,-,-1,1,-,-,-,-,-
AnonymousBunny,0.00,-,-,4,-,C++,-,35,-,127,-,-,-1,1,-,-,-,-,-
Rustyoldman,0.00,-,-,8,-,C++,-,130,-,127,-,-,-1,17,-,-,-,-,-
r00T,0.00,0.04,0.00,6,0,java,-,40,0,0,0,0,1,0,64,0,-,21308,0.04
qxect,0.00,-,-,1,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
sourcedark,0.00,-,-,11,-,C++,-,60,-,127,-,-,-1,4,-,-,-,-,-
rchardx,0.00,-,-,4,-,C++,-,29,-,127,-,-,-1,0,-,-,-,-,-
LuiCat,0.00,-,-,5,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
ScaleRhyme,0.00,-,-,4,-,C++,-,57,-,127,-,-,-1,0,-,-,-,-,-
acesine,0.00,0.00,0.00,3,0,Python,2.7,27,0,0,0,0,0,1,0,0,-,6792,0.00
fvannee,0.00,-,-,10,-,C++,-,79,-,127,-,-,-1,0,-,-,-,-,-
fynjy,0.00,0.00,0.00,13,0,Python,2.7,31,0,0,0,0,0,2,0,0,-,7240,0.00
szczepi,0.00,0.01,0.00,5,0,C#,-,44,0,0,0,0,0,0,0,0,-,14464,0.01
mcouplet,0.00,-,-,2,-,C++,-,22,-,127,-,-,-1,0,-,-,-,-,-
partizan,0.01,0.06,0.00,25,0,java,-,122,0,0,0,0,0,3,64,0,-,21740,0.05
mjormotor,-,-,-,3,-,C++,-,5,-,127,-,-,-1,33,-,-,-,-,-
nakari1124,0.00,-,-,16,-,C++,-,71,-,127,-,-,-1,0,-,-,-,-,-
MatthewBee,0.02,0.04,0.00,59,0,java,-,55,0,1,0,0,1,6,64,0,-,25436,0.04
Nerevar,0.00,-,-,5,-,C++,-,47,-,127,-,-,-1,0,-,-,-,-,-
tigranh,0.00,-,-,7,-,C++,-,44,-,127,-,-,-1,6,-,-,-,-,-
Cifko,0.00,0.00,0.00,3,0,Python,2.7,25,0,0,0,0,2,0,0,0,-,6136,0.00
4yn,0.00,-,-,4,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
DEGwer,0.00,-,-,0,-,C++,-,43,-,127,-,-,-1,0,-,-,-,-,-
mironec,0.00,-,-,15,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
ahausch,0.00,0.00,0.00,10,0,Python,2.7,20,0,0,0,0,0,0,0,0,-,6280,0.00
mektpoy,0.00,-,-,5,-,C++,-,59,-,127,-,-,-1,0,-,-,-,-,-
Anupam14,0.00,-,-,1,-,C++,-,63,-,127,-,-,-1,0,-,-,-,-,-
TK305,0.00,0.01,0.00,4,0,Python,2.7,30,0,0,0,0,0,0,8,0,-,6624,0.00
mgalushka,0.00,0.01,0.00,2,0,Python,2.7,41,0,0,0,0,0,0,8,0,-,6700,0.00
Changjinglu,0.00,0.00,0.00,0,0,Python,2.7,19,0,0,0,0,0,0,0,0,-,6428,0.00
mark5434,0.00,0.04,0.01,2,0,java,-,40,0,0,0,0,1,0,64,0,-,21576,0.03
farin,-,-,-,4,-,Python,2.7,16,-,0,-,-,1,2,-,-,-,-,-
grated,0.00,0.00,0.00,1,0,Python,2.7,18,0,0,0,0,0,1,8,0,-,6404,0.00
Jakube,0.00,-,-,7,-,C++,-,29,-,127,-,-,-1,0,-,-,-,-,-
eha,0.00,-,-,3,-,C++,-,75,-,127,-,-,-1,2,-,-,-,-,-
linyuzhou,0.00,-,-,0,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
jerrymao,0.00,-,-,4,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
jackchen92,0.00,0.01,0.00,3,0,Python,2.7,20,0,0,0,0,0,0,0,0,-,6580,0.00
vqnhat,-,-,-,-,-,C++,-,-,-,127,-,-,-1,-,-,-,-,-,-
Pitaya,0.00,-,-,4,-,C++,-,42,-,127,-,-,-1,0,-,-,-,-,-
mHuman,0.00,-,-,7,-,C++,-,80,-,127,-,-,-1,3,-,-,-,-,-
nostalin,0.00,-,-,20,-,C++,-,54,-,127,-,-,-1,0,-,-,-,-,-
hongkai,0.00,0.07,0.00,2,0,java,-,34,0,0,0,0,0,0,72,0,-,24840,0.06
Snuke,0.00,-,-,37,-,C++,-,454,-,127,-,-,-1,5,-,-,-,-,-
OrangeCLK,-,-,-,2,-,Python,2.7,17,-,0,-,-,1,0,-,-,-,-,-
kcm1700,0.00,-,-,2,-,C++,-,30,-,127,-,-,-1,0,-,-,-,-,-
ScallopSky,0.00,0.12,0.00,2,0,Python,2.7,25,0,0,0,0,0,2,0,0,-,15604,0.04
sai11,0.00,0.00,0.00,5,0,Python,2.7,20,0,0,0,0,0,5,8,0,-,6316,0.00
Vennik,0.00,0.08,0.00,22,0,java,-,50,0,0,0,0,0,0,72,0,-,29604,0.07
sudilos,0.00,0.00,0.00,12,0,Python,2.7,39,0,0,0,0,1,16,0,0,-,6388,0.00
tzupengwang,0.00,-,-,6,-,C++,-,42,-,127,-,-,-1,7,-,-,-,-,-
SuperDupont,0.00,-,-,25,-,C++,-,73,-,127,-,-,-1,12,-,-,-,-,-
SnapDragon,0.00,-,-,2,-,C++,-,27,-,127,-,-,-1,0,-,-,-,-,-
Endagorion,0.00,-,-,7,-,C++,-,71,-,127,-,-,-1,0,-,-,-,-,-
prabowo,0.00,0.01,0.00,4,0,Python,2.7,16,0,0,0,0,0,0,8,0,-,6488,0.01
daybreakcx,0.00,-,-,3,-,C,-,42,-,127,-,-,-1,0,-,-,-,-,-
dbakti7,0.00,-,-,0,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
fushar,0.00,-,-,6,-,C++,-,32,-,127,-,-,-1,0,-,-,-,-,-
yaniv1989,0.00,0.00,0.00,4,0,Python,2.7,25,0,0,0,0,2,0,0,0,-,6228,0.00
venkat82,0.00,-,-,0,-,C++,-,29,-,127,-,-,-1,0,-,-,-,-,-
Ra16bit,0.00,-,-,0,-,C++,-,30,-,127,-,-,-1,0,-,-,-,-,-
kangkang1990,3.18,-,-,9,-,C++,-,50,-,127,-,-,-1,1,-,-,-,-,-
adsz,0.00,-,-,6,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
dees,0.00,-,-,2,-,C++,-,53,-,127,-,-,-1,0,-,-,-,-,-
anubhav11,0.00,-,-,3,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
ania7,0.00,-,-,4,-,C++,-,51,-,127,-,-,-1,0,-,-,-,-,-
ktesar,0.00,-,-,7,-,C++,-,63,-,127,-,-,-1,0,-,-,-,-,-
Muali,0.00,-,-,10,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
Esk,-,-,-,8,-,Python,2.7,17,-,0,-,-,1,0,-,-,-,-,-
MarsUltor,0.00,0.00,0.00,0,0,Python,2.7,15,0,0,0,0,2,0,0,0,-,6172,0.00
patcho168,0.00,0.01,0.00,2,0,Python,2.7,21,0,0,0,0,0,0,0,0,-,6556,0.00
tqbfjotld,0.00,-,-,6,-,C++,-,55,-,127,-,-,-1,5,-,-,-,-,-
EliasSun,0.00,-,-,1,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
plopik,0.00,0.07,0.00,6,0,java,-,45,0,0,0,0,0,0,72,0,-,29424,0.07
rabbitTR,0.00,-,-,15,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
Pred4c3,0.00,0.01,0.00,1,0,Python,3.5,17,0,1,0,0,2,0,0,0,-,7224,0.00
bendi,0.00,0.00,0.00,1,0,Python,2.7,16,0,0,0,0,0,0,0,0,-,6540,0.00
Sosunser,0.00,-,-,3,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
jefaisdelordinateur,0.00,-,-,1,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
hwf,-,-,-,6,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
Fernando,0.00,-,-,6,-,C++,-,49,-,127,-,-,-1,0,-,-,-,-,-
ylc1218,0.00,-,-,4,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
ILyoan,0.00,-,-,4,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
expye,0.00,-,-,0,-,C++,-,28,-,127,-,-,-1,0,-,-,-,-,-
gizzywump,-,0.00,0.00,9,0,Python,3.5,38,0,1,0,0,2,2,0,0,-,7172,0.00
Douglous,0.00,-,-,5,-,C++,-,53,-,127,-,-,-1,7,-,-,-,-,-
XeR,0.00,-,-,15,-,C,-,48,-,127,-,-,-1,0,-,-,-,-,-
LTzycLT,0.00,-,-,3,-,C++,-,51,-,127,-,-,-1,0,-,-,-,-,-
Arcturus,0.02,-,-,7,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
Callum,0.00,0.06,0.00,8,0,java,-,35,0,0,0,0,0,0,72,0,-,23480,0.06
CPone,0.00,-,-,2,-,C++,-,44,-,127,-,-,-1,0,-,-,-,-,-
cen5bin,0.00,-,-,2,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
cwillmore,0.00,0.00,0.00,3,0,Python,2.7,19,0,0,0,0,0,0,0,0,-,6368,0.00
