user_id,syatem_time,wall_clock,blanks,avg_memory,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,max_RAM,user_time
PavelKuznetsov,0.00,0.00,23,0,C#,System.Numerics,164,0,2,0,0,2,0,0,0,12020,0.00
eycia,0.00,0.00,11,0,C++,-,42,0,0,0,0,0,7,0,0,2624,0.00
xiaojudou,0.00,0.00,1,0,C++,-,60,0,0,0,0,0,0,0,0,2328,0.00
hellWarrior,0.00,0.00,33,0,C++,-,139,0,139,0,0,139,4,0,0,2352,0.00
tjuby,0.01,0.07,6,0,java,-,62,0,0,0,0,0,9,64,0,25088,0.07
Krisjanis,0.00,0.00,8,0,C++,-,48,0,0,0,0,0,0,0,0,2492,0.00
axxonn,0.00,0.00,1,0,Python,2.7,20,8,0,0,0,0,4,0,0,6536,0.00
Jarjar,0.00,0.01,10,0,C#,-,144,0,2,0,0,2,1,0,0,12024,0.00
Beriand,0.00,0.00,20,0,C++,-,67,0,0,0,0,0,0,0,0,2764,0.00
hank55663,0.00,0.00,0,0,C++,-,45,0,0,0,0,0,0,0,0,2744,0.00
tfliao,0.00,0.00,6,0,C++,-,57,0,0,0,0,0,0,0,0,2580,0.00
futuo,0.00,0.00,12,0,C++,-,43,0,0,0,0,0,1,0,0,2508,0.00
rahooligan,0.00,0.07,3,0,java,-,68,0,0,0,0,0,7,64,0,25084,0.08
James5566,0.00,0.04,1,0,Python,2.7,24,8,0,0,0,0,1,0,0,6640,0.00
saga1215,0.00,0.00,20,0,C++,-,134,0,0,0,0,0,13,0,0,2484,0.00
