user_id,syatem_time,wall_clock,blanks,avg_memory,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,max_RAM,user_time
Holla,0.00,0.00,11,0,C++,-,112,0,0,0,0,0,1,0,0,2384,0.00
andyyy,0.00,0.08,20,0,java,-,62,0,0,0,0,0,0,64,0,27504,0.08
Floop,0.00,0.01,4,0,Python,3.5,24,0,2,0,0,2,8,0,0,7168,0.00
niksmiljkovic,0.00,0.00,22,0,C++,-,83,0,0,0,0,0,0,0,0,2608,0.00
ChrisViking,0.00,0.00,13,0,Python,2.7,35,0,2,0,0,2,5,0,0,6116,0.00
biran0079,0.00,0.00,1,0,C++,-,46,0,0,0,0,0,0,0,0,2276,0.00
ppaallaa,0.00,0.00,10,0,C++,-,91,0,0,0,0,0,7,0,0,2704,0.00
orkun1675,0.01,0.05,6,0,java,-,74,0,0,0,0,0,0,64,0,22012,0.04
miero,0.00,0.06,19,0,java,-,140,0,1,0,0,1,0,64,0,21932,0.06
PetrosN,0.00,0.00,30,0,C,-,52,0,139,0,0,139,0,0,0,2132,0.00
ckw1140,0.00,0.00,4,0,C++,-,56,0,0,0,0,0,0,0,0,2504,0.00
Belinsky,0.00,0.00,7,0,C++,-,57,0,0,0,0,0,0,0,0,2584,0.00
skehrks,0.00,0.00,5,0,C++,-,59,0,139,0,0,139,0,0,0,2164,0.00
Disruption,0.00,0.07,18,0,java,-,79,0,0,0,0,0,2,64,0,25468,0.08
Pewfangirl,0.00,0.01,3,0,Python,3.5,23,0,2,0,0,2,0,0,0,7160,0.00
Eskil,0.01,0.05,4,0,java,-,65,0,0,0,0,0,0,72,0,21788,0.03
Frostfrog,0.00,0.00,32,0,C++,-,64,0,139,0,0,139,0,0,0,2388,0.00
pva701,0.00,0.00,3,0,C++,-,41,0,0,0,0,0,0,0,0,2380,0.00
ChevalierMalFet,0.00,0.00,10,0,Python,2.7,30,0,2,0,0,2,2,0,0,6168,0.00
TeddyC,0.00,0.00,12,0,Python,2.7,34,0,2,0,0,2,3,0,0,6224,0.00
thai9cdb,0.00,0.00,3,0,C++,-,47,0,0,0,0,0,1,8,0,2352,0.00
yuusti,0.00,0.00,12,0,C++,-,56,0,0,0,0,0,0,0,0,2676,0.00
qwertyk,0.00,0.00,10,0,C++,-,99,0,0,0,0,0,1,0,0,2624,0.00
rohit11,0.00,0.04,9,0,java,-,56,0,1,0,0,1,14,64,0,21744,0.04
Rxcso,0.00,0.00,28,0,C++,-,98,0,0,0,0,0,0,0,0,2616,0.00
passick,0.00,0.00,1,0,C++,-,42,0,0,0,0,0,0,0,0,2636,0.00
bambit,0.00,0.00,11,0,Python,2.7,25,8,0,0,0,0,1,0,0,6536,0.00
Tylu,-,-,11,-,java,-,64,-,-1,-,-,-1,0,-,-,-,-
lmzqwer2,0.00,0.00,2,0,C++,-,68,0,0,0,0,0,0,0,0,2612,0.00
vlecomte,0.00,0.00,1,0,C++,-,43,0,0,0,0,0,0,0,0,2628,0.00
realshabih,0.00,0.01,20,0,C#,-,82,0,2,0,0,2,0,0,0,12084,0.00
0x00000000,0.00,0.00,4,0,C++,-,72,0,0,0,0,0,0,0,0,2496,0.00
majk,0.00,0.00,7,0,C++,-,35,0,0,0,0,0,0,0,0,2404,0.00
Microsheep,0.00,0.00,4,0,C++,-,68,0,0,0,0,0,7,0,0,2636,0.00
chokudai,0.00,0.01,29,0,C#,System.Numerics,106,0,0,0,0,0,13,0,0,15660,0.01
Franciscouzo,0.00,0.01,5,0,Python,2.7,24,0,0,0,0,0,0,0,0,6864,0.00
Brady2016,0.00,0.00,10,0,Python,2.7,47,0,2,0,0,2,0,0,0,6136,0.00
Leibowitz,0.02,0.04,16,0,java,-,55,0,1,0,0,1,4,64,0,21864,0.02
buenroyo,0.00,0.00,10,0,Python,2.7,39,0,0,0,0,0,0,0,0,6628,0.00
BinaryShaman,0.00,0.05,4,0,java,-,53,0,1,0,0,1,0,64,0,21664,0.04
Htedsv,0.00,0.06,1,0,C++,-,88,0,0,0,0,0,0,0,0,2500,0.00
HolkinPV,0.00,0.00,33,0,C++,-,115,0,0,0,0,0,0,0,0,2724,0.00
ironzeb,0.00,0.02,13,0,Python,2.7,33,8,0,0,0,0,3,0,0,7484,0.01
Sippy,0.00,0.00,9,0,Python,2.7,38,0,2,0,0,2,0,0,0,6192,0.00
jgalaro,0.00,0.00,21,0,Python,2.7,70,0,2,0,0,2,0,0,0,6116,0.00
eax255,0.00,0.00,2,0,C,-,81,0,0,0,0,0,0,0,0,2264,0.00
paramaciej,0.00,0.01,7,0,Python,3.5,35,0,2,0,0,2,1,0,0,7220,0.01
tsukasadiary,0.00,0.00,20,0,C++,-,98,0,0,0,0,0,11,0,0,2504,0.00
ikostia,0.00,0.00,4,0,Python,2.7,24,8,0,0,0,0,0,0,0,6496,0.00
Timon,0.00,0.00,5,0,C++,-,35,0,0,0,0,0,0,0,0,2528,0.00
eartemov,0.00,0.00,10,0,C++,-,90,0,134,0,0,134,3,0,0,2588,0.00
rajeevkgp,0.00,0.00,0,0,C++,-,56,0,0,0,0,0,0,0,0,2492,0.00
kkpoker,0.00,0.00,6,0,C++,-,61,0,0,0,0,0,1,0,0,2496,0.00
vgangwar7,0.00,0.00,2,0,C++,-,90,0,0,0,0,0,7,0,0,2504,0.00
jyhuang,0.00,0.00,6,0,C++,-,44,0,0,0,0,0,3,0,0,2428,0.00
KenzieSU,3.26,4.25,5,0,C++,-,51,0,0,0,0,0,0,129016,0,2460,0.98
Mordecai,0.00,0.00,3,0,Python,2.7,33,0,0,0,0,0,1,0,0,6740,0.00
Galieve,-,-,17,-,C++,-,149,-,-1,-,-,-1,50,-,-,-,-
nhatminh12369,0.00,0.00,13,0,C++,-,73,0,0,0,0,0,0,0,0,2576,0.00
Timot,0.00,0.00,15,0,C++,-,84,0,0,0,0,0,0,0,0,2472,0.00
benfei,0.00,0.00,17,0,Python,3.5,39,0,2,0,0,2,12,0,0,7264,0.00
pkhrag,0.00,0.00,4,0,C++,-,66,0,0,0,0,0,0,0,0,2500,0.00
MaryN,0.00,0.00,0,0,C++,-,69,0,0,0,0,0,0,0,0,2492,0.00
Roukanken,0.00,0.00,12,0,Python,3.5,26,0,2,0,0,2,0,0,0,7220,0.00
Jeffreyl,0.00,0.00,1,0,C++,-,32,0,0,0,0,0,0,0,0,2484,0.00
Malvolio,0.00,0.05,9,0,java,-,59,0,1,0,0,1,0,64,0,21568,0.04
eush77,0.00,0.00,24,0,C++,-,82,0,0,0,0,0,3,0,0,2500,0.00
kellymilla18,0.00,0.00,3,0,C++,-,50,0,134,0,0,134,0,0,0,2612,0.00
mmaks,-,-,3,-,C++,-,47,-,-15,-,-,-15,0,-,-,-,-
AlexChang1992,0.00,0.01,6,0,Python,3.5,42,0,2,0,0,2,0,0,0,7228,0.01
gkreitz,0.00,0.01,4,0,Python,2.7,26,0,0,0,0,0,0,0,0,6480,0.00
devjoe,0.00,0.01,0,0,Python,2.7,18,0,0,0,0,0,0,0,0,6660,0.00
infinity1,0.02,0.35,7,0,C++,-,51,0,0,0,0,0,0,120904,0,2216,0.33
reinstall,0.00,0.06,15,0,java,-,66,0,0,0,0,0,0,64,0,21528,0.06
Jongho,0.00,0.00,2,0,Python,2.7,29,0,0,0,0,0,3,0,0,6460,0.00
QiuZhiyue,0.00,0.00,4,0,C++,-,64,0,0,0,0,0,0,0,0,2392,0.00
nielsb,0.01,0.05,15,0,java,-,57,0,1,0,0,1,0,64,0,21604,0.03
Whiter,0.00,0.00,4,0,C++,-,80,0,0,0,0,0,9,0,0,2544,0.00
Paradox1,0.00,0.00,8,0,C++,-,91,0,0,0,0,0,1,0,0,2616,0.00
daisynowhere,0.00,0.00,1,0,C++,-,64,0,0,0,0,0,7,0,0,2476,0.00
Fettn,0.00,0.01,9,0,Python,2.7,38,0,0,0,0,0,0,0,0,6436,0.00
Darko,0.02,0.11,9,0,java,-,64,0,0,0,0,0,0,72,0,25528,0.10
wannabe,-,-,8,-,java,-,79,-,-1,-,-,-1,6,-,-,-,-
victorlly,-,-,9,-,C++,-,54,-,-1,-,-,-1,8,-,-,-,-
mhward,0.00,0.00,0,0,C++,-,33,0,0,0,0,0,0,0,0,2644,0.00
cmroz,0.00,0.01,8,0,Python,2.7,44,8,0,0,0,0,5,0,0,6528,0.00
Neverauskas,0.00,0.00,10,0,C#,-,93,0,2,0,0,2,0,0,0,12084,0.00
breaknow,0.00,0.00,13,0,C++,-,110,0,0,0,0,0,2,0,0,2604,0.00
Zac77,0.00,0.05,14,0,java,-,57,0,0,0,0,0,5,72,0,21732,0.04
kopemon,0.00,0.01,10,0,C#,-,71,0,2,0,0,2,1,0,0,12048,0.00
Aragna,0.00,0.00,4,0,C++,-,58,0,0,0,0,0,1,0,0,2520,0.00
0x42,0.00,0.05,31,0,java,-,72,0,1,0,0,1,2,64,0,21748,0.05
lappistelecom,0.00,0.01,4,0,Python,2.7,41,0,0,0,0,0,4,0,0,6656,0.00
Pagefault,0.00,0.00,4,0,Python,2.7,40,0,2,0,0,2,3,0,0,6224,0.00
vijayarsenal10,0.00,0.00,8,0,C++,-,185,0,0,0,0,0,2,0,0,2604,0.00
CodeInfinity,0.00,0.00,7,0,C++,-,58,0,0,0,0,0,0,0,0,2416,0.00
romzes,0.00,0.00,4,0,C++,-,49,0,0,0,0,0,0,0,0,2400,0.00
Arcey,0.00,0.00,17,0,C#,System.Numerics,61,0,2,0,0,2,1,0,0,12096,0.00
dai1741,0.00,0.00,3,0,C++,-,71,0,0,0,0,0,1,0,0,2496,0.00
nemausus,0.00,0.00,16,0,C++,-,115,0,0,0,0,0,7,0,0,2660,0.00
abpq,0.00,0.00,1,0,C++,-,55,0,0,0,0,0,0,8,0,2476,0.00
Monads,0.00,0.00,17,0,C++,-,81,0,0,0,0,0,2,0,0,2620,0.00
mikcorer,0.00,0.07,69,0,java,-,135,0,1,0,0,1,6,64,0,21700,0.06
phantom11,0.01,0.05,18,0,java,-,150,0,1,0,0,1,5,64,0,21832,0.04
deivid,0.00,0.00,13,0,C#,-,88,0,2,0,0,2,0,0,0,12044,0.00
npcdoom,0.00,0.00,16,0,C++,-,55,0,0,0,0,0,0,0,0,2600,0.00
lazykuna,-,-,5,-,C++,-,54,-,-15,-,-,-15,0,-,-,-,-
huangxs139,0.00,0.00,7,0,C++,-,63,0,0,0,0,0,7,0,0,2540,0.00
Dusty,0.00,0.00,14,0,Python,2.7,39,0,2,0,0,2,3,0,0,6180,0.00
skhua,0.00,0.00,6,0,C++,-,60,0,0,0,0,0,0,0,0,2484,0.00
boqun,0.00,0.00,12,0,C++,-,58,0,0,0,0,0,0,0,0,2476,0.00
Maguro,-,-,1,-,C++,-,55,-,-1,-,-,-1,1,-,-,-,-
yaegashi,0.00,0.00,2,0,C++,-,49,0,0,0,0,0,0,0,0,2572,0.00
Pstryq,0.00,0.01,12,0,Python,2.7,46,8,0,0,0,0,0,0,0,6536,0.00
fightermalik,0.00,0.05,14,0,java,-,60,0,0,0,0,0,5,64,0,21996,0.05
FiiAndrei,-,-,7,-,C++,-,64,-,-1,-,-,-1,2,-,-,-,-
Cruiser,0.00,0.05,19,0,java,-,90,0,0,0,0,0,2,72,0,21724,0.05
cov,0.00,0.00,12,0,C++,-,53,0,0,0,0,0,0,0,0,2484,0.00
TheMightyOne,0.00,0.00,25,0,C#,System.Numerics,313,0,2,0,0,2,0,0,0,12028,0.00
hchin,0.00,0.07,8,0,java,-,55,0,0,0,0,0,2,64,0,25364,0.08
SIven,0.00,0.07,8,0,java,-,63,0,0,0,0,0,5,64,0,25272,0.07
Qwertyuiop,0.00,0.00,3,0,Python,2.7,50,0,0,0,0,0,0,8,0,6456,0.00
KidDino90,0.00,0.00,27,0,Python,2.7,58,0,2,0,0,2,26,0,0,6224,0.00
iriszero,-,-,3,-,C++,-,56,-,-15,-,-,-15,0,-,-,-,-
AnuarTB,0.00,0.00,5,0,C++,-,51,0,0,0,0,0,0,0,0,2608,0.00
mdrm,0.00,0.01,9,0,Python,2.7,40,8,0,0,0,0,15,0,0,9056,0.00
urusant,0.00,0.00,2,0,C++,-,48,0,0,0,0,0,0,0,0,2400,0.00
PerfectGnat,0.00,0.00,19,0,C++,-,67,0,0,0,0,0,6,0,0,2400,0.00
MadsStorm,0.00,0.01,19,0,C#,-,64,0,0,0,0,0,0,0,0,16156,0.01
spear,0.00,0.00,1,0,C++,-,54,0,139,0,0,139,0,0,0,2248,0.00
mattz,0.00,0.00,11,0,Python,2.7,56,0,0,0,0,0,3,0,0,6500,0.00
Rollchuchy,0.00,0.00,4,0,C++,-,95,0,0,0,0,0,9,0,0,2572,0.00
aj95,0.00,0.00,3,0,C++,-,67,0,134,0,0,134,1,0,0,2500,0.00
ccjinyc,0.00,0.00,4,0,Python,2.7,43,0,0,0,0,0,103,8,0,6500,0.00
RiversDeng,0.00,0.00,5,0,C++,-,57,0,0,0,0,0,0,0,0,2604,0.00
sdchikorde,-,-,4,-,C,-,72,-,-1,-,-,-1,6,-,-,-,-
sergileon,0.00,0.00,6,0,C++,-,83,0,0,0,0,0,0,8,0,2636,0.00
swortal,0.00,0.06,2,0,java,-,51,0,0,0,0,0,0,64,0,21824,0.06
ihadanny,0.00,0.01,4,0,Python,2.7,21,8,0,0,0,0,0,0,0,8252,0.01
izubr,0.00,0.00,2,0,Python,2.7,29,0,0,0,0,0,0,0,0,6696,0.00
Landrew,-,-,13,-,C++,-,85,-,-15,-,-,-15,0,-,-,-,-
nachoigs,-,-,15,-,java,-,63,-,-1,-,-,-1,0,-,-,-,-
Miseri,0.00,0.00,3,0,C++,-,52,0,0,0,0,0,1,0,0,2624,0.00
tiborb,0.00,0.07,14,0,java,-,57,0,1,0,0,1,2,64,0,21988,0.06
sekiye,0.00,0.12,3,0,Python,2.7,40,0,0,0,0,0,0,0,0,11216,0.01
mcprobie7,0.00,0.00,12,0,C++,-,42,0,0,0,0,0,0,0,0,2248,0.00
Xanxiver,0.00,0.00,0,0,C++,-,21,0,0,0,0,0,1,0,0,2608,0.00
Aurel,0.00,0.00,7,0,Python,2.7,30,0,0,0,0,0,0,0,0,6852,0.00
Vaush,0.00,0.00,5,0,C++,-,63,0,0,0,0,0,0,0,0,2632,0.00
alexpeptan,0.00,0.04,15,0,java,-,54,0,1,0,0,1,1,64,0,21656,0.04
Trans,0.00,0.00,12,0,C++,-,62,0,0,0,0,0,6,0,0,2340,0.00
DonaldDuck,0.00,0.00,11,0,C++,-,58,0,0,0,0,0,3,0,0,2544,0.00
hero80,0.02,0.06,17,0,java,-,79,0,1,0,0,1,3,64,0,21608,0.04
ANEvans,0.00,0.00,36,0,C,-,62,0,0,0,0,0,2,0,0,2432,0.00
OutOfTheBox,0.00,0.00,1,0,C++,-,76,0,0,0,0,0,1,0,0,2632,0.00
alexrcoleman,0.00,0.07,12,0,java,-,115,0,0,0,0,0,3,72,0,25276,0.08
Bewww,0.00,0.00,3,0,C++,-,62,0,0,0,0,0,0,0,0,2240,0.00
lradu,0.00,0.00,3,0,C++,-,69,0,0,0,0,0,0,0,0,2508,0.00
JHS77,0.00,0.01,13,0,Python,3.5,27,0,2,0,0,2,1,0,0,7228,0.00
langdamao,0.00,0.00,2,0,C++,-,32,0,0,0,0,0,0,0,0,2336,0.00
sloniChobot,0.00,0.00,6,0,C++,-,94,0,0,0,0,0,0,0,0,2616,0.00
puneetjaiswal,0.00,0.07,13,0,java,-,146,0,1,0,0,1,5,64,0,21960,0.06
JeSuisUneFougere,0.00,0.00,12,0,C++,-,73,0,0,0,0,0,6,0,0,2576,0.00
wowoto9772,-,-,26,-,C++,-,47,-,-15,-,-,-15,0,-,-,-,-
sarveshmahajan,0.00,0.00,21,0,C++,-,91,0,0,0,0,0,13,0,0,2512,0.00
rebelation,0.00,0.00,8,0,C++,-,49,0,0,0,0,0,0,0,0,2564,0.00
RayChris,0.00,0.00,9,0,C++,-,67,0,0,0,0,0,1,0,0,2384,0.00
Ximera,0.00,0.00,5,0,C++,-,45,0,0,0,0,0,0,0,0,2628,0.00
Novemura,0.00,0.00,2,0,Python,2.7,37,8,0,0,0,0,2,0,0,6496,0.00
Benderv,0.00,0.01,7,0,Python,3.5,27,0,2,0,0,2,0,0,0,7228,0.01
moose,0.00,0.01,11,0,Python,2.7,46,0,0,0,0,0,5,0,0,6840,0.01
Mathon,0.00,0.00,4,0,C++,-,71,0,0,0,0,0,5,0,0,2612,0.00
elcapovarela,0.00,0.00,3,0,Python,2.7,43,0,2,0,0,2,0,0,0,6104,0.00
Anomandaris,0.00,0.00,15,0,Python,2.7,42,0,2,0,0,2,1,0,0,6224,0.00
thocevar,0.00,0.00,4,0,C++,-,69,0,0,0,0,0,1,0,0,2476,0.00
abhay26,0.00,0.00,1,0,C++,-,107,0,0,0,0,0,3,0,0,2616,0.00
aekt,0.00,0.00,3,0,C++,-,33,0,0,0,0,0,0,0,0,2540,0.00
csesuman,0.00,0.00,15,0,C++,-,104,0,0,0,0,0,2,0,0,2556,0.00
RollRoll,0.00,0.00,9,0,C++,-,86,0,0,0,0,0,4,0,0,2768,0.00
dan15,0.00,0.00,17,0,C++,-,114,0,1,0,0,1,9,0,0,2468,0.00
Broblem,0.00,0.00,9,0,C++,-,83,0,0,0,0,0,0,0,0,2488,0.00
Jatana,0.00,0.01,11,0,Python,3.5,46,0,2,0,0,2,0,0,0,7216,0.01
CaptainCool,0.00,0.00,4,0,C++,-,102,0,0,0,0,0,2,0,0,2588,0.00
Jasdefer,0.00,0.00,2,0,C#,-,2,0,2,0,0,2,17,0,0,12044,0.00
the,0.00,0.00,11,0,Python,2.7,35,0,2,0,0,2,0,0,0,6152,0.00
chubakueno,0.00,0.00,0,0,C++,-,51,0,0,0,0,0,0,0,0,2692,0.00
Chotiwat,0.00,0.00,6,0,C,-,39,0,0,0,0,0,0,0,0,2356,0.00
wcr1996,-,-,2,-,C++,-,59,-,-15,-,-,-15,0,-,-,-,-
lovexyq,0.00,0.00,0,0,C++,-,66,0,0,0,0,0,1,0,0,2760,0.00
luszczyk,-,-,12,-,Python,2.7,34,-,1,-,-,1,0,-,-,-,-
jaedong,0.00,0.00,2,0,C++,-,34,0,0,0,0,0,0,0,0,2612,0.00
dened,0.01,0.05,26,0,java,-,151,0,1,0,0,1,6,64,0,21940,0.04
LongPham,-,-,15,-,C++,-,63,-,-15,-,-,-15,0,-,-,-,-
Harmjan,0.00,0.00,9,0,C++,-,52,0,0,0,0,0,8,0,0,2392,0.00
Skywave,0.01,0.08,14,0,java,-,58,0,0,0,0,0,0,72,0,30316,0.08
Luulethe,-,-,15,-,java,-,97,-,-1,-,-,-1,3,-,-,-,-
sslotin,0.00,0.00,3,0,C++,-,41,0,0,0,0,0,0,0,0,2488,0.00
317070,0.00,0.00,9,0,Python,3.5,39,0,2,0,0,2,3,0,0,7200,0.00
docteurSid,0.00,0.07,15,0,java,-,58,0,1,0,0,1,0,64,0,21812,0.06
zearom32,0.00,0.00,9,0,C++,-,69,0,0,0,0,0,0,0,0,2404,0.00
nikhilh,0.00,0.00,15,0,C++,-,49,0,0,0,0,0,0,0,0,2604,0.00
totoday,0.00,0.01,15,0,C++,-,57,0,0,0,0,0,0,752,0,2536,0.01
erzpan,0.00,0.06,20,0,java,-,178,0,1,0,0,1,0,64,0,21668,0.06
Bosz,0.00,0.00,2,0,Python,2.7,33,8,0,0,0,0,4,0,0,6692,0.00
Moketi,0.00,0.00,11,0,C++,-,94,0,0,0,0,0,2,0,0,2420,0.00
ctzsm,0.00,0.00,2,0,C++,-,46,0,0,0,0,0,1,0,0,2648,0.00
yllan,-,-,18,-,C++,-,141,-,0,-,-,0,9,-,-,-,-
burakbugrul,0.00,0.00,10,0,Python,2.7,29,0,0,0,0,0,1,0,0,6592,0.00
johnnyhibiki,0.00,0.09,16,0,java,-,66,0,0,0,0,0,0,64,0,24976,0.08
h2co3,0.00,0.00,11,0,C++,-,62,0,0,0,0,0,0,816,0,2708,0.00
Franceskix,0.00,0.02,10,0,C++,-,52,0,0,0,0,0,1,8,0,2996,0.02
gsr3544,0.00,0.00,30,0,C++,-,95,0,0,0,0,0,10,0,0,2624,0.00
MichelJ,0.00,0.00,11,0,Python,3.5,44,0,2,0,0,2,17,0,0,7200,0.00
igerasim,-,-,6,-,C++,-,69,-,-1,-,-,-1,0,-,-,-,-
yokza,0.00,0.00,6,0,Python,2.7,28,0,0,0,0,0,0,0,0,6744,0.00
zxj1015,-,-,17,-,java,-,79,-,-1,-,-,-1,6,-,-,-,-
Rideasnail,0.00,0.37,17,0,C++,-,86,0,0,0,0,0,3,0,0,2604,0.37
margiki,0.00,0.00,6,0,C++,-,43,0,0,0,0,0,0,0,0,2580,0.00
JonHanon,0.00,0.00,4,0,C++,-,48,0,0,0,0,0,0,0,0,2636,0.00
bpa,0.00,0.05,15,0,java,-,115,0,0,0,0,0,0,64,0,21740,0.04
yu3mars,0.00,0.01,4,0,C#,-,62,0,2,0,0,2,0,0,0,12056,0.00
amthabet,0.00,0.00,4,0,C++,-,64,0,139,0,0,139,1,0,0,2412,0.00
usaxena95,3.26,4.07,1,0,C++,-,76,0,0,0,0,0,7,120872,0,7248,0.80
SnowFire,-,-,20,-,C++,-,84,-,-1,-,-,-1,0,-,-,-,-
JasonYik,0.00,0.00,1,0,C++,-,41,0,0,0,0,0,0,0,0,2280,0.00
rversteegen,0.00,0.01,7,0,Python,2.7,23,8,0,0,0,0,0,0,0,6604,0.00
MathProgrammer,0.00,0.00,18,0,Python,2.7,46,0,2,0,0,2,2,0,0,6064,0.00
nhnhatquan,-,-,12,-,C++,-,43,-,-1,-,-,-1,0,-,-,-,-
vader95,0.00,0.00,4,0,Python,2.7,32,8,0,0,0,0,2,0,0,6756,0.00
duongnd,0.00,0.00,4,0,C++,-,55,0,0,0,0,0,0,0,0,2392,0.00
AlixMartin,0.00,0.00,12,0,Python,2.7,47,0,2,0,0,2,0,0,0,6136,0.00
pavlovic,0.00,0.01,8,0,Python,2.7,20,8,0,0,0,0,0,0,0,6424,0.00
aditaker,0.00,0.00,2,0,C++,-,84,0,0,0,0,0,0,0,0,2704,0.00
MaxKU,0.00,0.00,0,0,C++,-,42,0,0,0,0,0,1,0,0,2396,0.00
evaaaaaaaan,0.00,0.00,6,0,C++,-,98,0,0,0,0,0,6,0,0,2520,0.00
lambdacalculus,0.00,0.05,18,0,java,-,86,0,1,0,0,1,0,64,0,22072,0.04
citransvostok,0.00,0.00,2,0,C++,-,70,0,139,0,0,139,2,0,0,2452,0.00
quailty,0.00,0.00,1,0,C++,-,98,0,0,0,0,0,0,816,0,2608,0.00
kzyKT,0.00,0.00,2,0,C++,-,90,0,0,0,0,0,0,0,0,2640,0.00
kameranis,0.00,0.01,6,0,Python,3.5,35,0,2,0,0,2,1,0,0,7220,0.00
fwinder,0.00,0.00,9,0,C++,-,73,0,0,0,0,0,0,0,0,2364,0.00
Futurizing,0.00,0.00,13,0,C++,-,44,0,0,0,0,0,0,0,0,2360,0.00
Lepo,-,-,12,-,java,-,65,-,-1,-,-,-1,3,-,-,-,-
user32,0.00,0.01,11,0,C++,-,75,0,134,0,0,134,1,0,0,2640,0.00
Tigro,0.00,0.01,11,0,Python,3.5,42,0,2,0,0,2,6,0,0,7224,0.00
srcerror,0.00,0.00,7,0,C#,System.Numerics,64,0,2,0,0,2,3,0,0,12068,0.00
kuba97531,-,-,2,-,C#,-,16,-,-1,-,-,-1,33,-,-,-,-
stefan,0.00,0.00,4,0,C++,-,45,0,0,0,0,0,1,0,0,2592,0.00
Weijie,0.00,0.00,6,0,C++,-,57,0,0,0,0,0,0,0,0,2260,0.00
pepsin92,0.00,0.00,7,0,C++,-,49,0,0,0,0,0,0,0,0,2532,0.00
SpaceDog,0.00,0.01,11,0,Python,2.7,28,8,0,0,0,0,1,0,0,7448,0.00
yamaton,0.00,0.01,23,0,Python,3.5,42,0,2,0,0,2,18,0,0,7212,0.01
diametralis,0.00,0.00,6,0,C++,-,89,0,0,0,0,0,1,0,0,2508,0.00
Gandarf,0.00,0.00,9,0,C++,-,71,0,0,0,0,0,17,0,0,2560,0.00
bluedawnstar,0.00,0.00,10,0,C++,-,53,0,139,0,0,139,0,0,0,2140,0.00
gyahun,0.00,0.00,7,0,Python,2.7,27,0,2,0,0,2,0,0,0,6224,0.00
nanobyte,0.00,0.00,29,0,C++,-,96,0,134,0,0,134,1,0,0,2572,0.00
courtesy,0.00,0.00,2,0,C++,-,99,0,0,0,0,0,0,0,0,2624,0.00
magula,0.00,0.00,5,0,C++,-,59,0,0,0,0,0,0,0,0,2368,0.00
codecracker4,0.00,0.00,8,0,C++,-,62,0,0,0,0,0,3,0,0,2624,0.00
krukovna,0.00,0.01,10,0,Python,2.7,27,8,0,0,0,0,0,0,0,6600,0.00
MathGuy,-,-,1,-,java,-,38,-,-1,-,-,-1,0,-,-,-,-
biltharesatyendra,0.00,0.00,1,0,C++,-,48,0,0,0,0,0,0,0,0,2756,0.00
Shashack,0.04,0.06,12,0,C++,-,66,0,0,0,0,0,0,880,0,2512,0.02
Goldsmith94,0.00,0.00,5,0,C++,-,71,0,0,0,0,0,2,0,0,2356,0.00
georgevidalakis,0.00,0.00,3,0,C++,-,43,0,0,0,0,0,0,8,0,2516,0.00
yemelitc,0.00,0.00,8,0,C,-,33,0,0,0,0,0,0,0,0,2360,0.00
whyando,0.00,0.00,22,0,C++,-,56,0,0,0,0,0,4,0,0,2600,0.00
mpt2,0.00,0.00,4,0,C++,-,61,0,0,0,0,0,0,0,0,2624,0.00
LDFrank,0.00,0.06,27,0,java,-,123,0,1,0,0,1,3,64,0,21588,0.06
DanilZ6,0.00,0.00,1,0,C++,-,51,0,0,0,0,0,0,0,0,2484,0.00
Aergyl,0.00,0.00,31,0,C++,-,131,0,0,0,0,0,3,8,0,2680,0.00
sergiu,0.00,0.00,6,0,C++,-,85,0,0,0,0,0,0,0,0,2400,0.00
ferr,-,-,9,-,java,-,72,-,-1,-,-,-1,0,-,-,-,-
vikhs,0.00,0.00,0,0,C++,-,63,0,139,0,0,139,0,0,0,2452,0.00
marek094,-,-,67,-,C++,-,106,-,-1,-,-,-1,18,-,-,-,-
mikeross,0.00,0.00,3,0,C++,-,41,0,0,0,0,0,1,0,0,2640,0.00
RaresCristian,0.00,0.00,15,0,C++,-,72,0,139,0,0,139,0,0,0,2324,0.00
thueii,0.00,0.01,3,0,Python,3.5,30,0,2,0,0,2,1,0,0,7212,0.00
waw,0.00,0.05,22,0,java,-,78,0,1,0,0,1,2,64,0,21600,0.04
Stefan456,0.00,0.05,1,0,java,-,61,0,1,0,0,1,8,64,0,21808,0.04
VladaMG98,0.00,0.00,0,0,C++,-,63,0,0,0,0,0,1,0,0,2656,0.00
Elene,0.00,0.00,11,0,C++,-,48,0,0,0,0,0,0,0,0,2412,0.00
Slavikkom,0.00,0.00,0,0,Python,2.7,56,0,2,0,0,2,0,0,0,6224,0.00
Columb,0.00,0.00,6,0,C++,-,76,0,0,0,0,0,2,0,0,2492,0.00
loveyzhou,0.00,0.00,8,0,C++,-,63,0,0,0,0,0,18,0,0,2500,0.00
augustotorres,0.02,0.05,19,0,java,-,50,0,1,0,0,1,20,64,0,21760,0.03
snoww,-,-,27,-,C++,-,68,-,-1,-,-,-1,6,-,-,-,-
adithyaphilip,0.00,0.01,6,0,Python,3.5,23,0,2,0,0,2,0,0,0,7212,0.00
wwiiiii,0.00,0.00,4,0,C++,-,69,0,0,0,0,0,0,0,0,2248,0.00
Diptanshu,0.00,0.00,5,0,C++,-,74,0,0,0,0,0,2,0,0,2648,0.00
dsotr,-,-,8,-,Python,2.7,60,-,1,-,-,1,2,-,-,-,-
