user_id,penalty,points
JimmyKumar,8473,10
khayyam,8771,21
pavolmarko,3407,21
catul,7020,27
durnoy,7292,10
VoodooChicken,3801,43
jaiwithani,4940,21
nichehole,7806,63
sroyal,5718,63
beerscout,8802,42
summer.more.more.tea,5616,10
codeplay,9174,10
gurug,3028,27
whh,7585,63
pipistrello,5636,6
tanakh,8931,64
Hendri,4715,27
Games,5994,27
sbzlyessit,6674,63
antuneza,3983,6
sfe,3266,21
rthr,6911,21
vigo.ph,6909,63
Oi.,9232,63
fafaFFT,5620,27
hunter345,8317,21
biqarBoy,4414,6
Dwukwiat,7326,27
vovapolu,5535,16
pittacus,8003,27
uru,5180,10
LiWei,9485,16
DragosR,5093,27
ZhukovDmitry,4464,100
raulm,7603,16
yilei,6533,16
lucazagarella,9456,34
Joe.C.London,6147,21
Jonick,2833,6
ranimesh,8077,10
cookieben,4721,27
AMao,6447,16
danito,8202,53
Chihiro,6239,21
kaayy,6803,27
seraph,5239,27
ramlaf,3509,27
ssssss,6576,45
Stun,9466,57
ltaravilse,6841,63
hadi,4546,63
Sammarize,2901,10
frp,3482,6
razimantv,8097,64
tredontho,4771,10
Staer,2389,6
soupytwist,6498,21
RedApe,8397,57
karakus,3249,10
elachuni,5766,27
LaZaa,6015,10
alb4tor,8380,21
VijayJoshi,4339,6
masha.and.beer,7463,63
SONG,5513,10
Emanuela.1890,8800,21
Yaro,5718,64
ddexter289,3967,10
tatsy,6095,16
tomerun,6311,63
Seemann,7861,63
kate2587,10018,16
Hyperlisk,4059,10
orisis64,6415,10
Redbug,4917,27
blmarket,4115,63
Auster,3226,27
DaniJVaz,8674,52
PrimuS,3578,27
squahtx,8076,57
kphmd,7622,27
jasy,8009,27
lkmtue,5034,27
jpanetta,7095,27
grab,5160,10
risou,4059,10
ilya.korovin,8578,63
..manmeet..,1954,6
penguins916,5553,21
petterbb,2678,21
pousqie,5672,21
Petrp,9074,21
juver,5273,27
kangz,5162,21
FelixP,7500,16
sourspinach,6529,27
strawberry,5554,16
cathco,6608,43
Veniversum,5192,21
chinaeli,9541,21
seia,9065,10
taobingxue,4592,27
takane,5860,10
Shiplu,4923,27
Choby,5176,16
gerardlouw,3295,27
bxantus,6053,10
oi000,6368,10
mkut,2957,27
ZaN,7549,63
Avk,5663,6
ASh.Tyrant,3278,27
yczhang,6299,63
Polux,8670,36
brahle,6004,63
newFolder,4845,63
crudeanu,4418,21
DonceLT,8255,36
takotakot,7457,27
coldmix,9046,16
michelzel,4818,6
fayyaz,7032,27
natsugiri,9058,63
ADEpt,3524,6
dshabes,6730,27
b0b0b0b,9135,64
teerapap,5590,21
nguyenqh,8676,57
LCM,5929,21
sztupy,8352,36
LuciferTian2010,4907,21
Anarivu,5149,16
Smitty,8267,63
Dazzle,6891,27
darkraven,7382,27
Factorial,3030,27
park.n,8528,21
Olli81,3682,10
Bench,6924,10
havaliza,5625,27
yesh233,8133,27
newbie.coder,7585,21
angel.rs,3297,21
aladdin3,6041,16
cjbolanos,6808,10
winning,7043,27
No.00000,7849,21
yaz,8872,63
mbar,9588,21
hansonw,4152,100
pandamonium,3936,27
kelzha,7185,21
HuiHui,8878,16
zxzx74147,7397,21
valich,7127,100
sczy,7937,27
AHdoc,7430,63
LastLeaf,6925,27
mikk,7781,21
KalininN,8517,63
gleiz,7187,27
Jesuska,3839,21
F.star,8791,10
Nyatl,5457,63
lynx.cpp,5510,27
CodeAce,4906,10
zerodot,6387,27
morriship,4628,21
midrux,4174,27
virajbdeshpande,4718,10
Zr40,4036,27
atseea,8204,57
zfy0701,8919,63
fegla,7807,63
Erop,4940,63
Chip,8762,21
AbdelrahmanAsal,3952,6
abacadaea,6612,63
ManosKouk,6710,27
n.ruanpech,9385,16
gauravkm,9537,10
Volkyoe,4495,27
parenti,1243,6
Guineapig,5922,27
Andrew.Makar,5207,63
Rijul,8142,21
htamas,6643,57
ishraq,5888,16
BogolyubskiyAlexey,8754,27
Akai,5966,27
perhaps,6374,63
mycallmax,6282,21
coraline,7750,27
sysu.mjc,7902,27
phyllo,7945,27
stef2n,5372,27
fz1989,6598,27
jxwuyi,8333,82
SergeyFedorov,7863,63
tianjiewang,7883,21
Ariza,5043,21
Kingder,3994,6
Mitchell,6322,63
JalbaRu,6087,63
saintdavid,5586,27
Sam.Eisenstat,7619,27
mech,7653,27
lerice,7198,21
tama.eguchi,7180,64
Geners.S,5474,27
Rydberg,7550,64
ivancastel94,5407,16
Taizo,4586,21
pvncad,7388,21
mikeland86,5365,10
Avalanche,6505,16
ARC,7558,21
NathanielC,3398,6
mohammad.kotb,1488,6
luyi1992,4731,27
cburschka,5232,21
karsbin,6669,27
palemale,8899,43
pavel13,2468,6
xhae,7411,63
FaustXVI,8146,18
ShardDian,3131,6
akira,7219,21
Alligator,7245,27
Solontus,6233,10
yghari,6605,21
otinn,3235,27
bohdan.trotsenko,1282,6
fujiyama,8969,27
Nikaustr,8962,57
Eric.W,9486,27
ecnerwala,7699,63
xs0,7741,63
tuananh93,8598,63
pspencil,7443,10
DraStiK,4854,27
cyberhuman,3029,21
akshaypundle,8272,27
OlgaSob,4273,63
coldmochi,7365,43
Hobo,6316,27
moramis,7707,24
ahmadabdolkader,8757,45
t.kaido,3369,21
ImCrAcKiNgThEwOrLd,6430,27
tdmorgan,6579,63
Reikon,4201,27
rasto6sk,5772,27
patchao2000,9691,16
Ein,7948,21
attila,7051,16
losu,4189,16
etds,9950,27
Conny,5724,27
popol,4885,21
IgorYevchinets,6176,63
Luzfel,5300,10
xsd,5389,27
alfredx,6626,10
mhw,5588,21
Piyush0210,5160,21
rng..58,4963,100
gregfjohnson,4344,6
parity,4871,27
Lepton.s,7751,21
aszxdfc,4034,21
birdsman,3598,10
theonlyone,7652,21
gstsclq,4175,57
pj132134,8773,21
mukulgupta,6731,16
vsg,8905,27
IManifold,4315,27
thenext,4441,10
meier,10314,21
yedtoss,6264,21
nik239,5956,63
kfrane,3406,6
taka.key,4908,6
knappster,4540,6
Saerdna,4650,27
vworldv,7049,16
hellmincer,4809,27
KapJI,9245,45
Qili,9663,10
eduardische,8477,42
cppcrazy,8462,27
tanas,4721,27
penartur,5863,27
cobbal,9618,64
pirosl,7567,16
coderk,6484,27
fersarr,8966,10
Eder,7492,10
LunaPotter,10069,21
sergio10barca,5769,6
Evil.Moon,7348,10
Daishisan,7121,63
MinWoo,2325,6
Zx.MYS,5172,27
HenryKitten,4877,27
KingdomBrunel,6096,10
kapitan,11116,16
rufferzool,4575,27
jmazon,6550,27
zero91,5094,6
hasipon,6935,63
alpav,3380,6
bgamlath,9632,63
Soultaker,5728,63
ACube,5507,63
amylase,6532,63
KashinYana,5130,16
ashwink,9771,64
amagdy,2990,6
ml2,6244,27
NateSullivan,3546,27
Kostroma,4800,63
adi.b,2910,21
vad,8143,53
getekha,5938,21
addie9000,6572,27
Ramsey,5187,27
anikov,1269,10
melwin.jose,3181,10
Israel.Batista,5704,21
ThomasTT,9036,63
MikeMirzayanov,8159,100
goalboy1015,8749,27
Rasmus,4787,27
arahaya,4090,6
Tinysun,7127,21
notbad,6423,27
kenliu,8970,21
minus9d,8644,27
Huskar,4357,10
Activision,7753,10
Anastasia,6049,16
klick,8539,21
asaveljevs,3250,63
malinga.perera,7625,10
alanubi,8662,10
nadea,8910,27
lvv,6642,21
VITAKS,6829,63
1malins,8022,10
Lynncui,4977,16
qxect,6672,16
marlinsb,7180,21
bruce3557,9514,16
arne,4693,27
Simon.M,5456,27
myy,8202,21
messel.c,9171,21
trainsick,8972,27
Aliaksei,8536,16
alldryinside,6945,63
myh,4268,27
watereater,7411,21
ahri,6110,27
Vytis,6713,63
bobmichael,4134,21
durt,9448,45
rohanp77,9167,63
fickysqy,9375,27
Turning,7009,63
yasha,6461,27
FancyMouse08853,9008,57
kurnevsky,8133,57
riad,6743,63
seur,3247,21
branch,4435,21
hpc,7021,27
PavelKuznetsov,5204,64
balajinix,4422,6
Takuma,4953,27
desseim,9919,10
chancp,6995,63
onepiecehoki,4982,21
DStepanenko,6290,27
khanhquynh,4721,16
arbiter,8671,27
Enzam,8423,34
RishabhNigam,5421,16
felipefujioka,6285,21
weedjy,3410,6
Guppsy,5508,10
brus07,1138,6
marcina,4167,100
tfliao,6313,16
vyacheslav.alipov,9178,63
Dash00,5130,16
elinton,7722,43
drealecs,6883,10
Commandos,5240,63
MingBeta,5633,21
zd987,9037,21
